driverStandingsId,Driver_code,Driver_code,Driver_name,GP_year,Round,GrandPrix_name,points,position,wins,GP_Id
330,27,HUL,Nico Hülkenberg,2014,1,Australian Grand Prix,8,6,0,900
331,44,HAM,Lewis Hamilton,2014,1,Australian Grand Prix,0,19,0,900
332,11,PER,Sergio Pérez,2014,1,Australian Grand Prix,1,10,0,900
333,20,MAG,Kevin Magnussen,2014,3,Bahrain Grand Prix,20,7,0,902
334,14,ALO,Fernando Alonso,2014,3,Bahrain Grand Prix,26,4,0,902
335,77,BOT,Valtteri Bottas,2014,3,Bahrain Grand Prix,18,8,0,902
336,27,HUL,Nico Hülkenberg,2014,3,Bahrain Grand Prix,28,3,0,902
337,11,PER,Sergio Pérez,2014,3,Bahrain Grand Prix,16,9,0,902
338,44,HAM,Lewis Hamilton,2014,3,Bahrain Grand Prix,50,2,2,902
339,20,MAG,Kevin Magnussen,2014,5,Spanish Grand Prix,20,9,0,904
340,14,ALO,Fernando Alonso,2014,5,Spanish Grand Prix,49,3,0,904
341,77,BOT,Valtteri Bottas,2014,5,Spanish Grand Prix,34,7,0,904
342,27,HUL,Nico Hülkenberg,2014,5,Spanish Grand Prix,37,6,0,904
343,11,PER,Sergio Pérez,2014,5,Spanish Grand Prix,20,10,0,904
344,44,HAM,Lewis Hamilton,2014,5,Spanish Grand Prix,100,1,4,904
345,20,MAG,Kevin Magnussen,2014,6,Monaco Grand Prix,21,9,0,905
346,14,ALO,Fernando Alonso,2014,6,Monaco Grand Prix,61,3,0,905
347,77,BOT,Valtteri Bottas,2014,6,Monaco Grand Prix,34,7,0,905
348,27,HUL,Nico Hülkenberg,2014,6,Monaco Grand Prix,47,5,0,905
349,11,PER,Sergio Pérez,2014,6,Monaco Grand Prix,20,10,0,905
350,44,HAM,Lewis Hamilton,2014,6,Monaco Grand Prix,118,2,4,905
351,20,MAG,Kevin Magnussen,2014,7,Canadian Grand Prix,23,9,0,906
352,14,ALO,Fernando Alonso,2014,7,Canadian Grand Prix,69,4,0,906
353,77,BOT,Valtteri Bottas,2014,7,Canadian Grand Prix,40,8,0,906
354,27,HUL,Nico Hülkenberg,2014,7,Canadian Grand Prix,57,6,0,906
355,11,PER,Sergio Pérez,2014,7,Canadian Grand Prix,20,10,0,906
356,44,HAM,Lewis Hamilton,2014,7,Canadian Grand Prix,118,2,4,906
357,20,MAG,Kevin Magnussen,2014,8,Austrian Grand Prix,29,10,0,907
358,14,ALO,Fernando Alonso,2014,8,Austrian Grand Prix,79,4,0,907
359,77,BOT,Valtteri Bottas,2014,8,Austrian Grand Prix,55,7,0,907
360,27,HUL,Nico Hülkenberg,2014,8,Austrian Grand Prix,59,6,0,907
361,11,PER,Sergio Pérez,2014,8,Austrian Grand Prix,28,11,0,907
362,44,HAM,Lewis Hamilton,2014,8,Austrian Grand Prix,136,2,4,907
363,20,MAG,Kevin Magnussen,2014,9,British Grand Prix,35,9,0,908
364,14,ALO,Fernando Alonso,2014,9,British Grand Prix,87,4,0,908
365,77,BOT,Valtteri Bottas,2014,9,British Grand Prix,73,5,0,908
366,27,HUL,Nico Hülkenberg,2014,9,British Grand Prix,63,7,0,908
367,11,PER,Sergio Pérez,2014,9,British Grand Prix,28,11,0,908
368,44,HAM,Lewis Hamilton,2014,9,British Grand Prix,161,2,5,908
369,20,MAG,Kevin Magnussen,2014,11,Hungarian Grand Prix,37,10,0,910
370,14,ALO,Fernando Alonso,2014,11,Hungarian Grand Prix,115,4,0,910
371,77,BOT,Valtteri Bottas,2014,11,Hungarian Grand Prix,95,5,0,910
372,27,HUL,Nico Hülkenberg,2014,11,Hungarian Grand Prix,69,7,0,910
373,11,PER,Sergio Pérez,2014,11,Hungarian Grand Prix,29,11,0,910
374,44,HAM,Lewis Hamilton,2014,11,Hungarian Grand Prix,191,2,5,910
375,20,MAG,Kevin Magnussen,2014,12,Belgian Grand Prix,37,11,0,911
376,14,ALO,Fernando Alonso,2014,12,Belgian Grand Prix,121,4,0,911
377,77,BOT,Valtteri Bottas,2014,12,Belgian Grand Prix,110,5,0,911
378,27,HUL,Nico Hülkenberg,2014,12,Belgian Grand Prix,70,7,0,911
379,11,PER,Sergio Pérez,2014,12,Belgian Grand Prix,33,12,0,911
380,44,HAM,Lewis Hamilton,2014,12,Belgian Grand Prix,191,2,5,911
381,20,MAG,Kevin Magnussen,2014,13,Italian Grand Prix,38,12,0,912
382,14,ALO,Fernando Alonso,2014,13,Italian Grand Prix,121,5,0,912
383,77,BOT,Valtteri Bottas,2014,13,Italian Grand Prix,122,4,0,912
384,27,HUL,Nico Hülkenberg,2014,13,Italian Grand Prix,70,8,0,912
385,11,PER,Sergio Pérez,2014,13,Italian Grand Prix,39,11,0,912
386,44,HAM,Lewis Hamilton,2014,13,Italian Grand Prix,216,2,6,912
387,20,MAG,Kevin Magnussen,2014,14,Singapore Grand Prix,39,12,0,913
388,14,ALO,Fernando Alonso,2014,14,Singapore Grand Prix,133,4,0,913
389,77,BOT,Valtteri Bottas,2014,14,Singapore Grand Prix,122,6,0,913
390,27,HUL,Nico Hülkenberg,2014,14,Singapore Grand Prix,72,8,0,913
391,11,PER,Sergio Pérez,2014,14,Singapore Grand Prix,45,10,0,913
392,44,HAM,Lewis Hamilton,2014,14,Singapore Grand Prix,241,1,7,913
393,20,MAG,Kevin Magnussen,2014,15,Japanese Grand Prix,39,12,0,914
394,14,ALO,Fernando Alonso,2014,15,Japanese Grand Prix,133,5,0,914
395,77,BOT,Valtteri Bottas,2014,15,Japanese Grand Prix,130,6,0,914
396,27,HUL,Nico Hülkenberg,2014,15,Japanese Grand Prix,76,8,0,914
397,11,PER,Sergio Pérez,2014,15,Japanese Grand Prix,46,10,0,914
398,44,HAM,Lewis Hamilton,2014,15,Japanese Grand Prix,266,1,8,914
399,20,MAG,Kevin Magnussen,2014,17,United States Grand Prix,53,10,0,916
400,14,ALO,Fernando Alonso,2014,17,United States Grand Prix,149,6,0,916
401,77,BOT,Valtteri Bottas,2014,17,United States Grand Prix,155,4,0,916
402,27,HUL,Nico Hülkenberg,2014,17,United States Grand Prix,76,9,0,916
403,11,PER,Sergio Pérez,2014,17,United States Grand Prix,47,11,0,916
404,44,HAM,Lewis Hamilton,2014,17,United States Grand Prix,316,1,10,916
405,20,MAG,Kevin Magnussen,2014,18,São Paulo Grand Prix,55,10,0,917
406,14,ALO,Fernando Alonso,2014,18,São Paulo Grand Prix,157,5,0,917
407,77,BOT,Valtteri Bottas,2014,18,São Paulo Grand Prix,156,6,0,917
408,27,HUL,Nico Hülkenberg,2014,18,São Paulo Grand Prix,80,9,0,917
409,11,PER,Sergio Pérez,2014,18,São Paulo Grand Prix,47,12,0,917
410,44,HAM,Lewis Hamilton,2014,18,São Paulo Grand Prix,334,1,10,917
411,20,MAG,Kevin Magnussen,2014,19,Abu Dhabi Grand Prix,55,11,0,918
412,14,ALO,Fernando Alonso,2014,19,Abu Dhabi Grand Prix,161,6,0,918
413,77,BOT,Valtteri Bottas,2014,19,Abu Dhabi Grand Prix,186,4,0,918
414,27,HUL,Nico Hülkenberg,2014,19,Abu Dhabi Grand Prix,96,9,0,918
415,11,PER,Sergio Pérez,2014,19,Abu Dhabi Grand Prix,59,10,0,918
416,44,HAM,Lewis Hamilton,2014,19,Abu Dhabi Grand Prix,384,1,11,918
417,77,BOT,Valtteri Bottas,2015,7,Australian Grand Prix,0,18,0,926
418,44,HAM,Lewis Hamilton,2015,8,Austrian Grand Prix,169,1,4,933
419,20,MAG,Kevin Magnussen,2015,7,Australian Grand Prix,0,17,0,926
420,33,VER,Max Verstappen,2015,7,Australian Grand Prix,0,13,0,926
421,11,PER,Sergio Pérez,2015,7,Australian Grand Prix,1,10,0,926
422,55,SAI,Carlos Sainz,2015,7,Australian Grand Prix,2,9,0,926
423,27,HUL,Nico Hülkenberg,2015,7,Australian Grand Prix,6,7,0,926
424,44,HAM,Lewis Hamilton,2015,7,Australian Grand Prix,25,1,1,926
425,44,HAM,Lewis Hamilton,2015,5,Bahrain Grand Prix,93,1,3,929
426,27,HUL,Nico Hülkenberg,2015,5,Bahrain Grand Prix,6,10,0,929
427,55,SAI,Carlos Sainz,2015,5,Bahrain Grand Prix,6,12,0,929
428,11,PER,Sergio Pérez,2015,5,Bahrain Grand Prix,5,13,0,929
429,33,VER,Max Verstappen,2015,5,Bahrain Grand Prix,6,11,0,929
430,20,MAG,Kevin Magnussen,2015,5,Bahrain Grand Prix,0,21,0,929
431,77,BOT,Valtteri Bottas,2015,5,Bahrain Grand Prix,30,6,0,929
432,14,ALO,Fernando Alonso,2015,5,Bahrain Grand Prix,0,16,0,929
433,44,HAM,Lewis Hamilton,2015,6,Spanish Grand Prix,111,1,3,930
434,27,HUL,Nico Hülkenberg,2015,6,Spanish Grand Prix,6,12,0,930
435,55,SAI,Carlos Sainz,2015,6,Spanish Grand Prix,8,10,0,930
436,11,PER,Sergio Pérez,2015,6,Spanish Grand Prix,5,13,0,930
437,33,VER,Max Verstappen,2015,6,Spanish Grand Prix,6,11,0,930
438,20,MAG,Kevin Magnussen,2015,6,Spanish Grand Prix,0,21,0,930
439,77,BOT,Valtteri Bottas,2015,6,Spanish Grand Prix,42,5,0,930
440,14,ALO,Fernando Alonso,2015,6,Spanish Grand Prix,0,16,0,930
441,44,HAM,Lewis Hamilton,2015,1,Monaco Grand Prix,126,1,3,931
442,27,HUL,Nico Hülkenberg,2015,1,Monaco Grand Prix,6,13,0,931
443,55,SAI,Carlos Sainz,2015,1,Monaco Grand Prix,9,12,0,931
444,11,PER,Sergio Pérez,2015,1,Monaco Grand Prix,11,11,0,931
445,33,VER,Max Verstappen,2015,1,Monaco Grand Prix,6,14,0,931
446,20,MAG,Kevin Magnussen,2015,1,Monaco Grand Prix,0,21,0,931
447,77,BOT,Valtteri Bottas,2015,1,Monaco Grand Prix,42,5,0,931
448,14,ALO,Fernando Alonso,2015,1,Monaco Grand Prix,0,17,0,931
449,44,HAM,Lewis Hamilton,2015,4,Canadian Grand Prix,151,1,4,932
450,27,HUL,Nico Hülkenberg,2015,4,Canadian Grand Prix,10,12,0,932
451,55,SAI,Carlos Sainz,2015,4,Canadian Grand Prix,9,13,0,932
452,11,PER,Sergio Pérez,2015,4,Canadian Grand Prix,11,11,0,932
453,33,VER,Max Verstappen,2015,4,Canadian Grand Prix,6,14,0,932
454,20,MAG,Kevin Magnussen,2015,4,Canadian Grand Prix,0,21,0,932
455,77,BOT,Valtteri Bottas,2015,4,Canadian Grand Prix,57,5,0,932
456,14,ALO,Fernando Alonso,2015,4,Canadian Grand Prix,0,18,0,932
457,27,HUL,Nico Hülkenberg,2015,8,Austrian Grand Prix,18,9,0,933
458,55,SAI,Carlos Sainz,2015,8,Austrian Grand Prix,9,15,0,933
459,11,PER,Sergio Pérez,2015,8,Austrian Grand Prix,13,12,0,933
460,33,VER,Max Verstappen,2015,8,Austrian Grand Prix,10,14,0,933
461,20,MAG,Kevin Magnussen,2015,8,Austrian Grand Prix,0,21,0,933
462,77,BOT,Valtteri Bottas,2015,8,Austrian Grand Prix,67,5,0,933
463,14,ALO,Fernando Alonso,2015,8,Austrian Grand Prix,0,18,0,933
464,44,HAM,Lewis Hamilton,2015,9,British Grand Prix,194,1,5,934
465,27,HUL,Nico Hülkenberg,2015,9,British Grand Prix,24,9,0,934
466,55,SAI,Carlos Sainz,2015,9,British Grand Prix,9,15,0,934
467,11,PER,Sergio Pérez,2015,9,British Grand Prix,15,12,0,934
468,33,VER,Max Verstappen,2015,9,British Grand Prix,10,14,0,934
469,20,MAG,Kevin Magnussen,2015,9,British Grand Prix,0,21,0,934
470,77,BOT,Valtteri Bottas,2015,9,British Grand Prix,77,4,0,934
471,14,ALO,Fernando Alonso,2015,9,British Grand Prix,1,18,0,934
472,44,HAM,Lewis Hamilton,2015,10,Hungarian Grand Prix,202,1,5,936
473,27,HUL,Nico Hülkenberg,2015,10,Hungarian Grand Prix,24,9,0,936
474,55,SAI,Carlos Sainz,2015,10,Hungarian Grand Prix,9,16,0,936
475,11,PER,Sergio Pérez,2015,10,Hungarian Grand Prix,15,13,0,936
476,33,VER,Max Verstappen,2015,10,Hungarian Grand Prix,22,11,0,936
477,20,MAG,Kevin Magnussen,2015,10,Hungarian Grand Prix,0,21,0,936
478,77,BOT,Valtteri Bottas,2015,10,Hungarian Grand Prix,77,4,0,936
479,14,ALO,Fernando Alonso,2015,10,Hungarian Grand Prix,11,15,0,936
480,44,HAM,Lewis Hamilton,2015,11,Belgian Grand Prix,227,1,6,937
481,27,HUL,Nico Hülkenberg,2015,11,Belgian Grand Prix,24,12,0,937
482,55,SAI,Carlos Sainz,2015,11,Belgian Grand Prix,9,16,0,937
483,11,PER,Sergio Pérez,2015,11,Belgian Grand Prix,25,11,0,937
484,33,VER,Max Verstappen,2015,11,Belgian Grand Prix,26,10,0,937
485,20,MAG,Kevin Magnussen,2015,11,Belgian Grand Prix,0,21,0,937
486,77,BOT,Valtteri Bottas,2015,11,Belgian Grand Prix,79,6,0,937
487,14,ALO,Fernando Alonso,2015,11,Belgian Grand Prix,11,15,0,937
488,44,HAM,Lewis Hamilton,2015,12,Italian Grand Prix,252,1,7,938
489,27,HUL,Nico Hülkenberg,2015,12,Italian Grand Prix,30,11,0,938
490,55,SAI,Carlos Sainz,2015,12,Italian Grand Prix,9,16,0,938
491,11,PER,Sergio Pérez,2015,12,Italian Grand Prix,33,10,0,938
492,33,VER,Max Verstappen,2015,12,Italian Grand Prix,26,12,0,938
493,20,MAG,Kevin Magnussen,2015,12,Italian Grand Prix,0,21,0,938
494,77,BOT,Valtteri Bottas,2015,12,Italian Grand Prix,91,6,0,938
495,14,ALO,Fernando Alonso,2015,12,Italian Grand Prix,11,15,0,938
496,44,HAM,Lewis Hamilton,2015,13,Singapore Grand Prix,252,1,7,939
497,27,HUL,Nico Hülkenberg,2015,13,Singapore Grand Prix,30,12,0,939
498,55,SAI,Carlos Sainz,2015,13,Singapore Grand Prix,11,16,0,939
499,11,PER,Sergio Pérez,2015,13,Singapore Grand Prix,39,9,0,939
500,33,VER,Max Verstappen,2015,13,Singapore Grand Prix,30,11,0,939
501,20,MAG,Kevin Magnussen,2015,13,Singapore Grand Prix,0,22,0,939
502,77,BOT,Valtteri Bottas,2015,13,Singapore Grand Prix,101,5,0,939
503,14,ALO,Fernando Alonso,2015,13,Singapore Grand Prix,11,15,0,939
504,14,ALO,Fernando Alonso,2015,14,Japanese Grand Prix,11,16,0,940
505,77,BOT,Valtteri Bottas,2015,14,Japanese Grand Prix,111,5,0,940
506,33,VER,Max Verstappen,2015,14,Japanese Grand Prix,32,12,0,940
507,55,SAI,Carlos Sainz,2015,14,Japanese Grand Prix,12,15,0,940
508,20,MAG,Kevin Magnussen,2015,14,Japanese Grand Prix,0,22,0,940
509,27,HUL,Nico Hülkenberg,2015,14,Japanese Grand Prix,38,11,0,940
510,11,PER,Sergio Pérez,2015,14,Japanese Grand Prix,39,10,0,940
511,44,HAM,Lewis Hamilton,2015,14,Japanese Grand Prix,277,1,8,940
512,44,HAM,Lewis Hamilton,2015,16,United States Grand Prix,327,1,10,942
513,27,HUL,Nico Hülkenberg,2015,16,United States Grand Prix,38,12,0,942
514,55,SAI,Carlos Sainz,2015,16,United States Grand Prix,18,15,0,942
515,11,PER,Sergio Pérez,2015,16,United States Grand Prix,64,9,0,942
516,33,VER,Max Verstappen,2015,16,United States Grand Prix,45,10,0,942
517,20,MAG,Kevin Magnussen,2015,16,United States Grand Prix,0,22,0,942
518,77,BOT,Valtteri Bottas,2015,16,United States Grand Prix,111,5,0,942
519,14,ALO,Fernando Alonso,2015,16,United States Grand Prix,11,17,0,942
520,44,HAM,Lewis Hamilton,2015,17,Mexico City Grand Prix,345,1,10,943
521,27,HUL,Nico Hülkenberg,2015,17,Mexico City Grand Prix,44,12,0,943
522,55,SAI,Carlos Sainz,2015,17,Mexico City Grand Prix,18,15,0,943
523,11,PER,Sergio Pérez,2015,17,Mexico City Grand Prix,68,9,0,943
524,33,VER,Max Verstappen,2015,17,Mexico City Grand Prix,47,10,0,943
525,20,MAG,Kevin Magnussen,2015,17,Mexico City Grand Prix,0,22,0,943
526,77,BOT,Valtteri Bottas,2015,17,Mexico City Grand Prix,126,4,0,943
527,14,ALO,Fernando Alonso,2015,17,Mexico City Grand Prix,11,17,0,943
528,44,HAM,Lewis Hamilton,2015,18,São Paulo Grand Prix,363,1,10,944
529,27,HUL,Nico Hülkenberg,2015,18,São Paulo Grand Prix,52,10,0,944
530,55,SAI,Carlos Sainz,2015,18,São Paulo Grand Prix,18,15,0,944
531,11,PER,Sergio Pérez,2015,18,São Paulo Grand Prix,68,9,0,944
532,33,VER,Max Verstappen,2015,18,São Paulo Grand Prix,49,12,0,944
533,20,MAG,Kevin Magnussen,2015,18,São Paulo Grand Prix,0,22,0,944
534,77,BOT,Valtteri Bottas,2015,18,São Paulo Grand Prix,136,4,0,944
535,14,ALO,Fernando Alonso,2015,18,São Paulo Grand Prix,11,17,0,944
536,44,HAM,Lewis Hamilton,2015,19,Abu Dhabi Grand Prix,381,1,10,945
537,27,HUL,Nico Hülkenberg,2015,19,Abu Dhabi Grand Prix,58,10,0,945
538,55,SAI,Carlos Sainz,2015,19,Abu Dhabi Grand Prix,18,15,0,945
539,11,PER,Sergio Pérez,2015,19,Abu Dhabi Grand Prix,78,9,0,945
540,33,VER,Max Verstappen,2015,19,Abu Dhabi Grand Prix,49,12,0,945
541,20,MAG,Kevin Magnussen,2015,19,Abu Dhabi Grand Prix,0,22,0,945
542,77,BOT,Valtteri Bottas,2015,19,Abu Dhabi Grand Prix,136,5,0,945
543,14,ALO,Fernando Alonso,2015,19,Abu Dhabi Grand Prix,11,17,0,945
544,44,HAM,Lewis Hamilton,2016,8,Azerbaijan Grand Prix,117,2,2,955
545,14,ALO,Fernando Alonso,2016,1,Australian Grand Prix,0,21,0,948
546,11,PER,Sergio Pérez,2016,1,Australian Grand Prix,0,13,0,948
547,20,MAG,Kevin Magnussen,2016,1,Australian Grand Prix,0,12,0,948
548,33,VER,Max Verstappen,2016,1,Australian Grand Prix,1,10,0,948
549,55,SAI,Carlos Sainz,2016,1,Australian Grand Prix,2,9,0,948
550,77,BOT,Valtteri Bottas,2016,1,Australian Grand Prix,4,8,0,948
551,27,HUL,Nico Hülkenberg,2016,1,Australian Grand Prix,6,7,0,948
552,44,HAM,Lewis Hamilton,2016,1,Australian Grand Prix,18,2,0,948
553,44,HAM,Lewis Hamilton,2016,2,Bahrain Grand Prix,33,2,0,949
554,27,HUL,Nico Hülkenberg,2016,2,Bahrain Grand Prix,6,9,0,949
555,77,BOT,Valtteri Bottas,2016,2,Bahrain Grand Prix,6,11,0,949
556,55,SAI,Carlos Sainz,2016,2,Bahrain Grand Prix,2,12,0,949
557,33,VER,Max Verstappen,2016,2,Bahrain Grand Prix,9,8,0,949
558,20,MAG,Kevin Magnussen,2016,2,Bahrain Grand Prix,0,14,0,949
559,11,PER,Sergio Pérez,2016,2,Bahrain Grand Prix,0,17,0,949
560,14,ALO,Fernando Alonso,2016,2,Bahrain Grand Prix,0,23,0,949
561,44,HAM,Lewis Hamilton,2016,5,Spanish Grand Prix,57,3,0,952
562,27,HUL,Nico Hülkenberg,2016,5,Spanish Grand Prix,6,15,0,952
563,77,BOT,Valtteri Bottas,2016,5,Spanish Grand Prix,29,8,0,952
564,55,SAI,Carlos Sainz,2016,5,Spanish Grand Prix,12,11,0,952
565,33,VER,Max Verstappen,2016,5,Spanish Grand Prix,38,6,1,952
566,20,MAG,Kevin Magnussen,2016,5,Spanish Grand Prix,6,14,0,952
567,11,PER,Sergio Pérez,2016,5,Spanish Grand Prix,8,13,0,952
568,14,ALO,Fernando Alonso,2016,5,Spanish Grand Prix,8,12,0,952
569,44,HAM,Lewis Hamilton,2016,6,Monaco Grand Prix,82,2,1,953
570,27,HUL,Nico Hülkenberg,2016,6,Monaco Grand Prix,14,14,0,953
571,77,BOT,Valtteri Bottas,2016,6,Monaco Grand Prix,29,8,0,953
572,55,SAI,Carlos Sainz,2016,6,Monaco Grand Prix,16,13,0,953
573,33,VER,Max Verstappen,2016,6,Monaco Grand Prix,38,6,1,953
574,20,MAG,Kevin Magnussen,2016,6,Monaco Grand Prix,6,15,0,953
575,11,PER,Sergio Pérez,2016,6,Monaco Grand Prix,23,9,0,953
576,14,ALO,Fernando Alonso,2016,6,Monaco Grand Prix,18,12,0,953
577,44,HAM,Lewis Hamilton,2016,7,Canadian Grand Prix,107,2,2,954
578,27,HUL,Nico Hülkenberg,2016,7,Canadian Grand Prix,18,13,0,954
579,77,BOT,Valtteri Bottas,2016,7,Canadian Grand Prix,44,7,0,954
580,55,SAI,Carlos Sainz,2016,7,Canadian Grand Prix,18,14,0,954
581,33,VER,Max Verstappen,2016,7,Canadian Grand Prix,50,6,1,954
582,20,MAG,Kevin Magnussen,2016,7,Canadian Grand Prix,6,15,0,954
583,11,PER,Sergio Pérez,2016,7,Canadian Grand Prix,24,9,0,954
584,14,ALO,Fernando Alonso,2016,7,Canadian Grand Prix,18,12,0,954
585,27,HUL,Nico Hülkenberg,2016,8,Azerbaijan Grand Prix,20,12,0,955
586,77,BOT,Valtteri Bottas,2016,8,Azerbaijan Grand Prix,52,7,0,955
587,55,SAI,Carlos Sainz,2016,8,Azerbaijan Grand Prix,18,14,0,955
588,33,VER,Max Verstappen,2016,8,Azerbaijan Grand Prix,54,6,1,955
589,20,MAG,Kevin Magnussen,2016,8,Azerbaijan Grand Prix,6,15,0,955
590,11,PER,Sergio Pérez,2016,8,Azerbaijan Grand Prix,39,8,0,955
591,14,ALO,Fernando Alonso,2016,8,Azerbaijan Grand Prix,18,13,0,955
592,44,HAM,Lewis Hamilton,2016,9,Austrian Grand Prix,142,2,3,956
593,27,HUL,Nico Hülkenberg,2016,9,Austrian Grand Prix,20,13,0,956
594,77,BOT,Valtteri Bottas,2016,9,Austrian Grand Prix,54,7,0,956
595,55,SAI,Carlos Sainz,2016,9,Austrian Grand Prix,22,12,0,956
596,33,VER,Max Verstappen,2016,9,Austrian Grand Prix,72,6,1,956
597,20,MAG,Kevin Magnussen,2016,9,Austrian Grand Prix,6,16,0,956
598,11,PER,Sergio Pérez,2016,9,Austrian Grand Prix,39,8,0,956
599,14,ALO,Fernando Alonso,2016,9,Austrian Grand Prix,18,14,0,956
600,44,HAM,Lewis Hamilton,2016,10,British Grand Prix,167,2,4,957
601,27,HUL,Nico Hülkenberg,2016,10,British Grand Prix,26,11,0,957
602,77,BOT,Valtteri Bottas,2016,10,British Grand Prix,54,7,0,957
603,55,SAI,Carlos Sainz,2016,10,British Grand Prix,26,12,0,957
604,33,VER,Max Verstappen,2016,10,British Grand Prix,90,6,1,957
605,20,MAG,Kevin Magnussen,2016,10,British Grand Prix,6,16,0,957
606,11,PER,Sergio Pérez,2016,10,British Grand Prix,47,8,0,957
607,14,ALO,Fernando Alonso,2016,10,British Grand Prix,18,14,0,957
608,44,HAM,Lewis Hamilton,2016,11,Hungarian Grand Prix,192,1,5,958
609,27,HUL,Nico Hülkenberg,2016,11,Hungarian Grand Prix,27,12,0,958
610,77,BOT,Valtteri Bottas,2016,11,Hungarian Grand Prix,56,7,0,958
611,55,SAI,Carlos Sainz,2016,11,Hungarian Grand Prix,30,10,0,958
612,33,VER,Max Verstappen,2016,11,Hungarian Grand Prix,100,6,1,958
613,20,MAG,Kevin Magnussen,2016,11,Hungarian Grand Prix,6,16,0,958
614,11,PER,Sergio Pérez,2016,11,Hungarian Grand Prix,47,8,0,958
615,14,ALO,Fernando Alonso,2016,11,Hungarian Grand Prix,24,13,0,958
616,44,HAM,Lewis Hamilton,2016,13,Belgian Grand Prix,232,1,6,960
617,27,HUL,Nico Hülkenberg,2016,13,Belgian Grand Prix,45,9,0,960
618,77,BOT,Valtteri Bottas,2016,13,Belgian Grand Prix,62,7,0,960
619,55,SAI,Carlos Sainz,2016,13,Belgian Grand Prix,30,12,0,960
620,33,VER,Max Verstappen,2016,13,Belgian Grand Prix,115,6,1,960
621,20,MAG,Kevin Magnussen,2016,13,Belgian Grand Prix,6,16,0,960
622,11,PER,Sergio Pérez,2016,13,Belgian Grand Prix,58,8,0,960
623,14,ALO,Fernando Alonso,2016,13,Belgian Grand Prix,30,11,0,960
624,31,OCO,Esteban Ocon,2016,13,Belgian Grand Prix,0,24,0,960
625,44,HAM,Lewis Hamilton,2016,14,Italian Grand Prix,250,1,6,961
626,27,HUL,Nico Hülkenberg,2016,14,Italian Grand Prix,46,9,0,961
627,77,BOT,Valtteri Bottas,2016,14,Italian Grand Prix,70,7,0,961
628,55,SAI,Carlos Sainz,2016,14,Italian Grand Prix,30,12,0,961
629,33,VER,Max Verstappen,2016,14,Italian Grand Prix,121,6,1,961
630,20,MAG,Kevin Magnussen,2016,14,Italian Grand Prix,6,16,0,961
631,11,PER,Sergio Pérez,2016,14,Italian Grand Prix,62,8,0,961
632,14,ALO,Fernando Alonso,2016,14,Italian Grand Prix,30,11,0,961
633,31,OCO,Esteban Ocon,2016,14,Italian Grand Prix,0,24,0,961
634,44,HAM,Lewis Hamilton,2016,15,Singapore Grand Prix,265,2,6,962
635,27,HUL,Nico Hülkenberg,2016,15,Singapore Grand Prix,46,9,0,962
636,77,BOT,Valtteri Bottas,2016,15,Singapore Grand Prix,70,7,0,962
637,55,SAI,Carlos Sainz,2016,15,Singapore Grand Prix,30,12,0,962
638,33,VER,Max Verstappen,2016,15,Singapore Grand Prix,129,6,1,962
639,20,MAG,Kevin Magnussen,2016,15,Singapore Grand Prix,7,16,0,962
640,11,PER,Sergio Pérez,2016,15,Singapore Grand Prix,66,8,0,962
641,14,ALO,Fernando Alonso,2016,15,Singapore Grand Prix,36,11,0,962
642,31,OCO,Esteban Ocon,2016,15,Singapore Grand Prix,0,24,0,962
643,44,HAM,Lewis Hamilton,2016,17,Japanese Grand Prix,280,2,6,964
644,27,HUL,Nico Hülkenberg,2016,17,Japanese Grand Prix,54,9,0,964
645,77,BOT,Valtteri Bottas,2016,17,Japanese Grand Prix,81,7,0,964
646,55,SAI,Carlos Sainz,2016,17,Japanese Grand Prix,30,12,0,964
647,33,VER,Max Verstappen,2016,17,Japanese Grand Prix,165,5,1,964
648,20,MAG,Kevin Magnussen,2016,17,Japanese Grand Prix,7,16,0,964
649,11,PER,Sergio Pérez,2016,17,Japanese Grand Prix,80,8,0,964
650,14,ALO,Fernando Alonso,2016,17,Japanese Grand Prix,42,11,0,964
651,31,OCO,Esteban Ocon,2016,17,Japanese Grand Prix,0,24,0,964
652,31,OCO,Esteban Ocon,2016,18,United States Grand Prix,0,24,0,965
653,14,ALO,Fernando Alonso,2016,18,United States Grand Prix,52,10,0,965
654,11,PER,Sergio Pérez,2016,18,United States Grand Prix,84,7,0,965
655,20,MAG,Kevin Magnussen,2016,18,United States Grand Prix,7,16,0,965
656,33,VER,Max Verstappen,2016,18,United States Grand Prix,165,6,1,965
657,55,SAI,Carlos Sainz,2016,18,United States Grand Prix,38,12,0,965
658,27,HUL,Nico Hülkenberg,2016,18,United States Grand Prix,54,9,0,965
659,77,BOT,Valtteri Bottas,2016,18,United States Grand Prix,81,8,0,965
660,44,HAM,Lewis Hamilton,2016,18,United States Grand Prix,305,2,7,965
661,44,HAM,Lewis Hamilton,2016,20,São Paulo Grand Prix,355,2,9,967
662,31,OCO,Esteban Ocon,2016,19,Mexico City Grand Prix,0,24,0,966
663,14,ALO,Fernando Alonso,2016,19,Mexico City Grand Prix,52,10,0,966
664,20,MAG,Kevin Magnussen,2016,19,Mexico City Grand Prix,7,16,0,966
665,11,PER,Sergio Pérez,2016,19,Mexico City Grand Prix,85,7,0,966
666,33,VER,Max Verstappen,2016,19,Mexico City Grand Prix,177,6,1,966
