driverStandingsId,Driver_code,Driver_code,Driver_name,GP_year,Round,GrandPrix_name,points,position,wins,GP_Id
667,55,SAI,Carlos Sainz,2016,19,Mexico City Grand Prix,38,12,0,966
668,77,BOT,Valtteri Bottas,2016,19,Mexico City Grand Prix,85,8,0,966
669,27,HUL,Nico Hülkenberg,2016,19,Mexico City Grand Prix,60,9,0,966
670,44,HAM,Lewis Hamilton,2016,19,Mexico City Grand Prix,330,2,8,966
671,27,HUL,Nico Hülkenberg,2016,20,São Paulo Grand Prix,66,9,0,967
672,77,BOT,Valtteri Bottas,2016,20,São Paulo Grand Prix,85,8,0,967
673,55,SAI,Carlos Sainz,2016,20,São Paulo Grand Prix,46,12,0,967
674,33,VER,Max Verstappen,2016,20,São Paulo Grand Prix,192,5,1,967
675,20,MAG,Kevin Magnussen,2016,20,São Paulo Grand Prix,7,16,0,967
676,11,PER,Sergio Pérez,2016,20,São Paulo Grand Prix,97,7,0,967
677,14,ALO,Fernando Alonso,2016,20,São Paulo Grand Prix,53,10,0,967
678,31,OCO,Esteban Ocon,2016,20,São Paulo Grand Prix,0,23,0,967
679,44,HAM,Lewis Hamilton,2016,21,Abu Dhabi Grand Prix,380,2,10,968
680,27,HUL,Nico Hülkenberg,2016,21,Abu Dhabi Grand Prix,72,9,0,968
681,77,BOT,Valtteri Bottas,2016,21,Abu Dhabi Grand Prix,85,8,0,968
682,55,SAI,Carlos Sainz,2016,21,Abu Dhabi Grand Prix,46,12,0,968
683,33,VER,Max Verstappen,2016,21,Abu Dhabi Grand Prix,204,5,1,968
684,20,MAG,Kevin Magnussen,2016,21,Abu Dhabi Grand Prix,7,16,0,968
685,11,PER,Sergio Pérez,2016,21,Abu Dhabi Grand Prix,101,7,0,968
686,14,ALO,Fernando Alonso,2016,21,Abu Dhabi Grand Prix,54,10,0,968
687,31,OCO,Esteban Ocon,2016,21,Abu Dhabi Grand Prix,0,23,0,968
688,11,PER,Sergio Pérez,2017,1,Australian Grand Prix,6,7,0,969
689,55,SAI,Carlos Sainz,2017,1,Australian Grand Prix,4,8,0,969
690,31,OCO,Esteban Ocon,2017,1,Australian Grand Prix,1,10,0,969
691,27,HUL,Nico Hülkenberg,2017,1,Australian Grand Prix,0,11,0,969
692,14,ALO,Fernando Alonso,2017,1,Australian Grand Prix,0,14,0,969
693,20,MAG,Kevin Magnussen,2017,1,Australian Grand Prix,0,15,0,969
694,18,STR,Lance Stroll,2017,1,Australian Grand Prix,0,16,0,969
695,44,HAM,Lewis Hamilton,2017,3,Bahrain Grand Prix,61,2,1,971
696,77,BOT,Valtteri Bottas,2017,3,Bahrain Grand Prix,38,3,0,971
697,33,VER,Max Verstappen,2017,3,Bahrain Grand Prix,25,5,0,971
698,11,PER,Sergio Pérez,2017,3,Bahrain Grand Prix,14,8,0,971
699,55,SAI,Carlos Sainz,2017,3,Bahrain Grand Prix,10,9,0,971
700,31,OCO,Esteban Ocon,2017,3,Bahrain Grand Prix,3,12,0,971
701,27,HUL,Nico Hülkenberg,2017,3,Bahrain Grand Prix,2,13,0,971
702,14,ALO,Fernando Alonso,2017,3,Bahrain Grand Prix,0,19,0,971
703,20,MAG,Kevin Magnussen,2017,3,Bahrain Grand Prix,4,11,0,971
704,18,STR,Lance Stroll,2017,3,Bahrain Grand Prix,0,21,0,971
705,44,HAM,Lewis Hamilton,2017,5,Spanish Grand Prix,98,2,2,973
706,77,BOT,Valtteri Bottas,2017,5,Spanish Grand Prix,63,3,1,973
707,33,VER,Max Verstappen,2017,5,Spanish Grand Prix,35,6,0,973
708,11,PER,Sergio Pérez,2017,5,Spanish Grand Prix,34,7,0,973
709,55,SAI,Carlos Sainz,2017,5,Spanish Grand Prix,17,10,0,973
710,31,OCO,Esteban Ocon,2017,5,Spanish Grand Prix,19,8,0,973
711,27,HUL,Nico Hülkenberg,2017,5,Spanish Grand Prix,14,11,0,973
712,14,ALO,Fernando Alonso,2017,5,Spanish Grand Prix,0,18,0,973
713,20,MAG,Kevin Magnussen,2017,5,Spanish Grand Prix,4,14,0,973
714,18,STR,Lance Stroll,2017,5,Spanish Grand Prix,0,17,0,973
715,44,HAM,Lewis Hamilton,2017,6,Monaco Grand Prix,104,2,2,974
716,77,BOT,Valtteri Bottas,2017,6,Monaco Grand Prix,75,3,1,974
717,33,VER,Max Verstappen,2017,6,Monaco Grand Prix,45,6,0,974
718,11,PER,Sergio Pérez,2017,6,Monaco Grand Prix,34,7,0,974
719,55,SAI,Carlos Sainz,2017,6,Monaco Grand Prix,25,8,0,974
720,31,OCO,Esteban Ocon,2017,6,Monaco Grand Prix,19,10,0,974
721,27,HUL,Nico Hülkenberg,2017,6,Monaco Grand Prix,14,11,0,974
722,14,ALO,Fernando Alonso,2017,6,Monaco Grand Prix,0,19,0,974
723,20,MAG,Kevin Magnussen,2017,6,Monaco Grand Prix,5,13,0,974
724,18,STR,Lance Stroll,2017,6,Monaco Grand Prix,0,18,0,974
725,44,HAM,Lewis Hamilton,2017,7,Canadian Grand Prix,129,2,3,975
726,77,BOT,Valtteri Bottas,2017,7,Canadian Grand Prix,93,3,1,975
727,33,VER,Max Verstappen,2017,7,Canadian Grand Prix,45,6,0,975
728,11,PER,Sergio Pérez,2017,7,Canadian Grand Prix,44,7,0,975
729,55,SAI,Carlos Sainz,2017,7,Canadian Grand Prix,25,9,0,975
730,31,OCO,Esteban Ocon,2017,7,Canadian Grand Prix,27,8,0,975
731,27,HUL,Nico Hülkenberg,2017,7,Canadian Grand Prix,18,11,0,975
732,14,ALO,Fernando Alonso,2017,7,Canadian Grand Prix,0,19,0,975
733,20,MAG,Kevin Magnussen,2017,7,Canadian Grand Prix,5,13,0,975
734,18,STR,Lance Stroll,2017,7,Canadian Grand Prix,2,16,0,975
735,44,HAM,Lewis Hamilton,2017,8,Azerbaijan Grand Prix,139,2,3,976
736,77,BOT,Valtteri Bottas,2017,8,Azerbaijan Grand Prix,111,3,1,976
737,33,VER,Max Verstappen,2017,8,Azerbaijan Grand Prix,45,6,0,976
738,11,PER,Sergio Pérez,2017,8,Azerbaijan Grand Prix,44,7,0,976
739,55,SAI,Carlos Sainz,2017,8,Azerbaijan Grand Prix,29,9,0,976
740,31,OCO,Esteban Ocon,2017,8,Azerbaijan Grand Prix,35,8,0,976
741,27,HUL,Nico Hülkenberg,2017,8,Azerbaijan Grand Prix,18,11,0,976
742,14,ALO,Fernando Alonso,2017,8,Azerbaijan Grand Prix,2,17,0,976
743,20,MAG,Kevin Magnussen,2017,8,Azerbaijan Grand Prix,11,13,0,976
744,18,STR,Lance Stroll,2017,8,Azerbaijan Grand Prix,17,12,0,976
745,44,HAM,Lewis Hamilton,2017,9,Austrian Grand Prix,151,2,3,977
746,77,BOT,Valtteri Bottas,2017,9,Austrian Grand Prix,136,3,2,977
747,33,VER,Max Verstappen,2017,9,Austrian Grand Prix,45,7,0,977
748,11,PER,Sergio Pérez,2017,9,Austrian Grand Prix,50,6,0,977
749,55,SAI,Carlos Sainz,2017,9,Austrian Grand Prix,29,9,0,977
750,31,OCO,Esteban Ocon,2017,9,Austrian Grand Prix,39,8,0,977
751,27,HUL,Nico Hülkenberg,2017,9,Austrian Grand Prix,18,12,0,977
752,14,ALO,Fernando Alonso,2017,9,Austrian Grand Prix,2,17,0,977
753,20,MAG,Kevin Magnussen,2017,9,Austrian Grand Prix,11,14,0,977
754,18,STR,Lance Stroll,2017,9,Austrian Grand Prix,18,11,0,977
755,44,HAM,Lewis Hamilton,2017,10,British Grand Prix,176,2,4,978
756,77,BOT,Valtteri Bottas,2017,10,British Grand Prix,154,3,2,978
757,33,VER,Max Verstappen,2017,10,British Grand Prix,57,6,0,978
758,11,PER,Sergio Pérez,2017,10,British Grand Prix,52,7,0,978
759,55,SAI,Carlos Sainz,2017,10,British Grand Prix,29,9,0,978
760,31,OCO,Esteban Ocon,2017,10,British Grand Prix,43,8,0,978
761,27,HUL,Nico Hülkenberg,2017,10,British Grand Prix,26,10,0,978
762,14,ALO,Fernando Alonso,2017,10,British Grand Prix,2,17,0,978
763,20,MAG,Kevin Magnussen,2017,10,British Grand Prix,11,14,0,978
764,18,STR,Lance Stroll,2017,10,British Grand Prix,18,12,0,978
765,44,HAM,Lewis Hamilton,2017,11,Hungarian Grand Prix,188,2,4,979
766,77,BOT,Valtteri Bottas,2017,11,Hungarian Grand Prix,169,3,2,979
767,33,VER,Max Verstappen,2017,11,Hungarian Grand Prix,67,6,0,979
768,11,PER,Sergio Pérez,2017,11,Hungarian Grand Prix,56,7,0,979
769,55,SAI,Carlos Sainz,2017,11,Hungarian Grand Prix,35,9,0,979
770,31,OCO,Esteban Ocon,2017,11,Hungarian Grand Prix,45,8,0,979
771,27,HUL,Nico Hülkenberg,2017,11,Hungarian Grand Prix,26,10,0,979
772,14,ALO,Fernando Alonso,2017,11,Hungarian Grand Prix,10,15,0,979
773,20,MAG,Kevin Magnussen,2017,11,Hungarian Grand Prix,11,14,0,979
774,18,STR,Lance Stroll,2017,11,Hungarian Grand Prix,18,12,0,979
775,44,HAM,Lewis Hamilton,2017,12,Belgian Grand Prix,213,2,5,980
776,77,BOT,Valtteri Bottas,2017,12,Belgian Grand Prix,179,3,2,980
777,33,VER,Max Verstappen,2017,12,Belgian Grand Prix,67,6,0,980
778,11,PER,Sergio Pérez,2017,12,Belgian Grand Prix,56,7,0,980
779,55,SAI,Carlos Sainz,2017,12,Belgian Grand Prix,36,9,0,980
780,31,OCO,Esteban Ocon,2017,12,Belgian Grand Prix,47,8,0,980
781,27,HUL,Nico Hülkenberg,2017,12,Belgian Grand Prix,34,10,0,980
782,14,ALO,Fernando Alonso,2017,12,Belgian Grand Prix,10,15,0,980
783,20,MAG,Kevin Magnussen,2017,12,Belgian Grand Prix,11,14,0,980
784,18,STR,Lance Stroll,2017,12,Belgian Grand Prix,18,13,0,980
785,44,HAM,Lewis Hamilton,2017,13,Italian Grand Prix,238,1,6,981
786,77,BOT,Valtteri Bottas,2017,13,Italian Grand Prix,197,3,2,981
787,33,VER,Max Verstappen,2017,13,Italian Grand Prix,68,6,0,981
788,11,PER,Sergio Pérez,2017,13,Italian Grand Prix,58,7,0,981
789,55,SAI,Carlos Sainz,2017,13,Italian Grand Prix,36,9,0,981
790,31,OCO,Esteban Ocon,2017,13,Italian Grand Prix,55,8,0,981
791,27,HUL,Nico Hülkenberg,2017,13,Italian Grand Prix,34,10,0,981
792,14,ALO,Fernando Alonso,2017,13,Italian Grand Prix,10,15,0,981
793,20,MAG,Kevin Magnussen,2017,13,Italian Grand Prix,11,14,0,981
794,18,STR,Lance Stroll,2017,13,Italian Grand Prix,24,12,0,981
795,44,HAM,Lewis Hamilton,2017,14,Singapore Grand Prix,263,1,7,982
796,77,BOT,Valtteri Bottas,2017,14,Singapore Grand Prix,212,3,2,982
797,33,VER,Max Verstappen,2017,14,Singapore Grand Prix,68,6,0,982
798,11,PER,Sergio Pérez,2017,14,Singapore Grand Prix,68,7,0,982
799,55,SAI,Carlos Sainz,2017,14,Singapore Grand Prix,48,9,0,982
800,31,OCO,Esteban Ocon,2017,14,Singapore Grand Prix,56,8,0,982
801,27,HUL,Nico Hülkenberg,2017,14,Singapore Grand Prix,34,10,0,982
802,14,ALO,Fernando Alonso,2017,14,Singapore Grand Prix,10,15,0,982
803,20,MAG,Kevin Magnussen,2017,14,Singapore Grand Prix,11,14,0,982
804,18,STR,Lance Stroll,2017,14,Singapore Grand Prix,28,12,0,982
805,44,HAM,Lewis Hamilton,2017,16,Japanese Grand Prix,306,1,8,984
806,77,BOT,Valtteri Bottas,2017,16,Japanese Grand Prix,234,3,2,984
807,33,VER,Max Verstappen,2017,16,Japanese Grand Prix,111,6,1,984
808,11,PER,Sergio Pérez,2017,16,Japanese Grand Prix,82,7,0,984
809,55,SAI,Carlos Sainz,2017,16,Japanese Grand Prix,48,9,0,984
810,31,OCO,Esteban Ocon,2017,16,Japanese Grand Prix,65,8,0,984
811,27,HUL,Nico Hülkenberg,2017,16,Japanese Grand Prix,34,10,0,984
812,14,ALO,Fernando Alonso,2017,16,Japanese Grand Prix,10,16,0,984
813,20,MAG,Kevin Magnussen,2017,16,Japanese Grand Prix,15,14,0,984
814,18,STR,Lance Stroll,2017,16,Japanese Grand Prix,32,12,0,984
815,10,GAS,Pierre Gasly,2017,16,Japanese Grand Prix,0,22,0,984
816,44,HAM,Lewis Hamilton,2017,17,United States Grand Prix,331,1,9,985
817,77,BOT,Valtteri Bottas,2017,17,United States Grand Prix,244,3,2,985
818,33,VER,Max Verstappen,2017,17,United States Grand Prix,123,6,1,985
819,11,PER,Sergio Pérez,2017,17,United States Grand Prix,86,7,0,985
820,55,SAI,Carlos Sainz,2017,17,United States Grand Prix,54,9,0,985
821,31,OCO,Esteban Ocon,2017,17,United States Grand Prix,73,8,0,985
822,27,HUL,Nico Hülkenberg,2017,17,United States Grand Prix,34,11,0,985
823,14,ALO,Fernando Alonso,2017,17,United States Grand Prix,10,16,0,985
824,20,MAG,Kevin Magnussen,2017,17,United States Grand Prix,15,14,0,985
825,18,STR,Lance Stroll,2017,17,United States Grand Prix,32,12,0,985
826,10,GAS,Pierre Gasly,2017,17,United States Grand Prix,0,22,0,985
827,44,HAM,Lewis Hamilton,2017,18,Mexico City Grand Prix,333,1,9,986
828,77,BOT,Valtteri Bottas,2017,18,Mexico City Grand Prix,262,3,2,986
829,33,VER,Max Verstappen,2017,18,Mexico City Grand Prix,148,6,2,986
830,11,PER,Sergio Pérez,2017,18,Mexico City Grand Prix,92,7,0,986
831,55,SAI,Carlos Sainz,2017,18,Mexico City Grand Prix,54,9,0,986
832,31,OCO,Esteban Ocon,2017,18,Mexico City Grand Prix,83,8,0,986
833,27,HUL,Nico Hülkenberg,2017,18,Mexico City Grand Prix,34,12,0,986
834,14,ALO,Fernando Alonso,2017,18,Mexico City Grand Prix,11,16,0,986
835,20,MAG,Kevin Magnussen,2017,18,Mexico City Grand Prix,19,14,0,986
836,18,STR,Lance Stroll,2017,18,Mexico City Grand Prix,40,10,0,986
837,10,GAS,Pierre Gasly,2017,18,Mexico City Grand Prix,0,22,0,986
838,44,HAM,Lewis Hamilton,2017,19,São Paulo Grand Prix,345,1,9,987
839,77,BOT,Valtteri Bottas,2017,19,São Paulo Grand Prix,280,3,2,987
840,33,VER,Max Verstappen,2017,19,São Paulo Grand Prix,158,6,2,987
841,11,PER,Sergio Pérez,2017,19,São Paulo Grand Prix,94,7,0,987
842,55,SAI,Carlos Sainz,2017,19,São Paulo Grand Prix,54,9,0,987
843,31,OCO,Esteban Ocon,2017,19,São Paulo Grand Prix,83,8,0,987
844,27,HUL,Nico Hülkenberg,2017,19,São Paulo Grand Prix,35,12,0,987
845,14,ALO,Fernando Alonso,2017,19,São Paulo Grand Prix,15,15,0,987
846,20,MAG,Kevin Magnussen,2017,19,São Paulo Grand Prix,19,14,0,987
847,18,STR,Lance Stroll,2017,19,São Paulo Grand Prix,40,11,0,987
848,10,GAS,Pierre Gasly,2017,19,São Paulo Grand Prix,0,21,0,987
849,44,HAM,Lewis Hamilton,2017,20,Abu Dhabi Grand Prix,363,1,9,988
850,77,BOT,Valtteri Bottas,2017,20,Abu Dhabi Grand Prix,305,3,3,988
851,33,VER,Max Verstappen,2017,20,Abu Dhabi Grand Prix,168,6,2,988
852,11,PER,Sergio Pérez,2017,20,Abu Dhabi Grand Prix,100,7,0,988
853,55,SAI,Carlos Sainz,2017,20,Abu Dhabi Grand Prix,54,9,0,988
854,31,OCO,Esteban Ocon,2017,20,Abu Dhabi Grand Prix,87,8,0,988
855,27,HUL,Nico Hülkenberg,2017,20,Abu Dhabi Grand Prix,43,10,0,988
856,14,ALO,Fernando Alonso,2017,20,Abu Dhabi Grand Prix,17,15,0,988
857,20,MAG,Kevin Magnussen,2017,20,Abu Dhabi Grand Prix,19,14,0,988
858,18,STR,Lance Stroll,2017,20,Abu Dhabi Grand Prix,40,12,0,988
859,10,GAS,Pierre Gasly,2017,20,Abu Dhabi Grand Prix,0,21,0,988
860,44,HAM,Lewis Hamilton,2018,1,Australian Grand Prix,18,2,0,989
861,14,ALO,Fernando Alonso,2018,1,Australian Grand Prix,10,5,0,989
862,33,VER,Max Verstappen,2018,1,Australian Grand Prix,8,6,0,989
863,27,HUL,Nico Hülkenberg,2018,1,Australian Grand Prix,6,7,0,989
864,77,BOT,Valtteri Bottas,2018,1,Australian Grand Prix,4,8,0,989
865,55,SAI,Carlos Sainz,2018,1,Australian Grand Prix,1,10,0,989
866,11,PER,Sergio Pérez,2018,1,Australian Grand Prix,0,11,0,989
867,31,OCO,Esteban Ocon,2018,1,Australian Grand Prix,0,12,0,989
868,16,LEC,Charles Leclerc,2018,1,Australian Grand Prix,0,13,0,989
869,18,STR,Lance Stroll,2018,1,Australian Grand Prix,0,14,0,989
870,20,MAG,Kevin Magnussen,2018,1,Australian Grand Prix,0,17,0,989
871,10,GAS,Pierre Gasly,2018,1,Australian Grand Prix,0,18,0,989
872,14,ALO,Fernando Alonso,2018,2,Bahrain Grand Prix,16,4,0,990
873,33,VER,Max Verstappen,2018,2,Bahrain Grand Prix,8,10,0,990
874,20,MAG,Kevin Magnussen,2018,2,Bahrain Grand Prix,10,9,0,990
875,16,LEC,Charles Leclerc,2018,2,Bahrain Grand Prix,0,16,0,990
876,10,GAS,Pierre Gasly,2018,2,Bahrain Grand Prix,12,7,0,990
877,18,STR,Lance Stroll,2018,2,Bahrain Grand Prix,0,18,0,990
878,31,OCO,Esteban Ocon,2018,2,Bahrain Grand Prix,1,14,0,990
879,11,PER,Sergio Pérez,2018,2,Bahrain Grand Prix,0,15,0,990
880,55,SAI,Carlos Sainz,2018,2,Bahrain Grand Prix,1,13,0,990
881,77,BOT,Valtteri Bottas,2018,2,Bahrain Grand Prix,22,3,0,990
882,27,HUL,Nico Hülkenberg,2018,2,Bahrain Grand Prix,14,6,0,990
883,44,HAM,Lewis Hamilton,2018,2,Bahrain Grand Prix,33,2,0,990
884,44,HAM,Lewis Hamilton,2018,4,Azerbaijan Grand Prix,70,1,1,992
885,14,ALO,Fernando Alonso,2018,4,Azerbaijan Grand Prix,28,6,0,992
886,33,VER,Max Verstappen,2018,4,Azerbaijan Grand Prix,18,8,0,992
887,27,HUL,Nico Hülkenberg,2018,4,Azerbaijan Grand Prix,22,7,0,992
888,77,BOT,Valtteri Bottas,2018,4,Azerbaijan Grand Prix,40,4,0,992
889,55,SAI,Carlos Sainz,2018,4,Azerbaijan Grand Prix,13,10,0,992
890,11,PER,Sergio Pérez,2018,4,Azerbaijan Grand Prix,15,9,0,992
891,31,OCO,Esteban Ocon,2018,4,Azerbaijan Grand Prix,1,17,0,992
892,16,LEC,Charles Leclerc,2018,4,Azerbaijan Grand Prix,8,13,0,992
893,18,STR,Lance Stroll,2018,4,Azerbaijan Grand Prix,4,15,0,992
894,20,MAG,Kevin Magnussen,2018,4,Azerbaijan Grand Prix,11,12,0,992
895,10,GAS,Pierre Gasly,2018,4,Azerbaijan Grand Prix,12,11,0,992
896,44,HAM,Lewis Hamilton,2018,5,Spanish Grand Prix,95,1,2,993
897,14,ALO,Fernando Alonso,2018,5,Spanish Grand Prix,32,7,0,993
898,33,VER,Max Verstappen,2018,5,Spanish Grand Prix,33,6,0,993
899,27,HUL,Nico Hülkenberg,2018,5,Spanish Grand Prix,22,8,0,993
900,77,BOT,Valtteri Bottas,2018,5,Spanish Grand Prix,58,3,0,993
901,55,SAI,Carlos Sainz,2018,5,Spanish Grand Prix,19,10,0,993
902,11,PER,Sergio Pérez,2018,5,Spanish Grand Prix,17,11,0,993
903,31,OCO,Esteban Ocon,2018,5,Spanish Grand Prix,1,17,0,993
904,16,LEC,Charles Leclerc,2018,5,Spanish Grand Prix,9,13,0,993
905,18,STR,Lance Stroll,2018,5,Spanish Grand Prix,4,15,0,993
906,20,MAG,Kevin Magnussen,2018,5,Spanish Grand Prix,19,9,0,993
907,10,GAS,Pierre Gasly,2018,5,Spanish Grand Prix,12,12,0,993
908,44,HAM,Lewis Hamilton,2018,6,Monaco Grand Prix,110,1,2,994
909,14,ALO,Fernando Alonso,2018,6,Monaco Grand Prix,32,7,0,994
910,33,VER,Max Verstappen,2018,6,Monaco Grand Prix,35,6,0,994
911,27,HUL,Nico Hülkenberg,2018,6,Monaco Grand Prix,26,8,0,994
912,77,BOT,Valtteri Bottas,2018,6,Monaco Grand Prix,68,4,0,994
913,55,SAI,Carlos Sainz,2018,6,Monaco Grand Prix,20,9,0,994
914,11,PER,Sergio Pérez,2018,6,Monaco Grand Prix,17,12,0,994
915,31,OCO,Esteban Ocon,2018,6,Monaco Grand Prix,9,13,0,994
916,16,LEC,Charles Leclerc,2018,6,Monaco Grand Prix,9,14,0,994
917,18,STR,Lance Stroll,2018,6,Monaco Grand Prix,4,16,0,994
918,20,MAG,Kevin Magnussen,2018,6,Monaco Grand Prix,19,10,0,994
919,10,GAS,Pierre Gasly,2018,6,Monaco Grand Prix,18,11,0,994
920,44,HAM,Lewis Hamilton,2018,7,Canadian Grand Prix,120,2,2,995
921,14,ALO,Fernando Alonso,2018,7,Canadian Grand Prix,32,7,0,995
922,33,VER,Max Verstappen,2018,7,Canadian Grand Prix,50,6,0,995
923,27,HUL,Nico Hülkenberg,2018,7,Canadian Grand Prix,32,8,0,995
924,77,BOT,Valtteri Bottas,2018,7,Canadian Grand Prix,86,3,0,995
925,55,SAI,Carlos Sainz,2018,7,Canadian Grand Prix,24,9,0,995
926,11,PER,Sergio Pérez,2018,7,Canadian Grand Prix,17,12,0,995
927,31,OCO,Esteban Ocon,2018,7,Canadian Grand Prix,11,13,0,995
928,16,LEC,Charles Leclerc,2018,7,Canadian Grand Prix,10,14,0,995
929,18,STR,Lance Stroll,2018,7,Canadian Grand Prix,4,16,0,995
930,20,MAG,Kevin Magnussen,2018,7,Canadian Grand Prix,19,10,0,995
931,10,GAS,Pierre Gasly,2018,7,Canadian Grand Prix,18,11,0,995
932,44,HAM,Lewis Hamilton,2018,9,Austrian Grand Prix,145,2,3,997
933,14,ALO,Fernando Alonso,2018,9,Austrian Grand Prix,36,8,0,997
934,33,VER,Max Verstappen,2018,9,Austrian Grand Prix,93,5,1,997
935,27,HUL,Nico Hülkenberg,2018,9,Austrian Grand Prix,34,9,0,997
936,77,BOT,Valtteri Bottas,2018,9,Austrian Grand Prix,92,6,0,997
937,55,SAI,Carlos Sainz,2018,9,Austrian Grand Prix,28,10,0,997
938,11,PER,Sergio Pérez,2018,9,Austrian Grand Prix,23,11,0,997
939,31,OCO,Esteban Ocon,2018,9,Austrian Grand Prix,19,12,0,997
940,16,LEC,Charles Leclerc,2018,9,Austrian Grand Prix,13,14,0,997
941,18,STR,Lance Stroll,2018,9,Austrian Grand Prix,4,17,0,997
942,20,MAG,Kevin Magnussen,2018,9,Austrian Grand Prix,37,7,0,997
943,10,GAS,Pierre Gasly,2018,9,Austrian Grand Prix,18,13,0,997
944,44,HAM,Lewis Hamilton,2018,10,British Grand Prix,163,2,3,998
945,14,ALO,Fernando Alonso,2018,10,British Grand Prix,40,8,0,998
946,33,VER,Max Verstappen,2018,10,British Grand Prix,93,6,1,998
947,27,HUL,Nico Hülkenberg,2018,10,British Grand Prix,42,7,0,998
948,77,BOT,Valtteri Bottas,2018,10,British Grand Prix,104,5,0,998
949,55,SAI,Carlos Sainz,2018,10,British Grand Prix,28,10,0,998
950,11,PER,Sergio Pérez,2018,10,British Grand Prix,24,12,0,998
951,31,OCO,Esteban Ocon,2018,10,British Grand Prix,25,11,0,998
952,16,LEC,Charles Leclerc,2018,10,British Grand Prix,13,14,0,998
953,18,STR,Lance Stroll,2018,10,British Grand Prix,4,17,0,998
954,20,MAG,Kevin Magnussen,2018,10,British Grand Prix,39,9,0,998
955,10,GAS,Pierre Gasly,2018,10,British Grand Prix,18,13,0,998
956,44,HAM,Lewis Hamilton,2018,12,Hungarian Grand Prix,213,1,5,1000
957,14,ALO,Fernando Alonso,2018,12,Hungarian Grand Prix,44,9,0,1000
958,33,VER,Max Verstappen,2018,12,Hungarian Grand Prix,105,6,1,1000
959,27,HUL,Nico Hülkenberg,2018,12,Hungarian Grand Prix,52,7,0,1000
960,77,BOT,Valtteri Bottas,2018,12,Hungarian Grand Prix,132,4,0,1000
961,55,SAI,Carlos Sainz,2018,12,Hungarian Grand Prix,30,11,0,1000
962,11,PER,Sergio Pérez,2018,12,Hungarian Grand Prix,30,10,0,1000
963,31,OCO,Esteban Ocon,2018,12,Hungarian Grand Prix,29,12,0,1000
964,16,LEC,Charles Leclerc,2018,12,Hungarian Grand Prix,13,15,0,1000
965,18,STR,Lance Stroll,2018,12,Hungarian Grand Prix,4,18,0,1000
966,20,MAG,Kevin Magnussen,2018,12,Hungarian Grand Prix,45,8,0,1000
967,10,GAS,Pierre Gasly,2018,12,Hungarian Grand Prix,26,13,0,1000
968,44,HAM,Lewis Hamilton,2018,13,Belgian Grand Prix,231,1,5,1001
969,14,ALO,Fernando Alonso,2018,13,Belgian Grand Prix,44,9,0,1001
970,33,VER,Max Verstappen,2018,13,Belgian Grand Prix,120,5,1,1001
971,27,HUL,Nico Hülkenberg,2018,13,Belgian Grand Prix,52,7,0,1001
972,77,BOT,Valtteri Bottas,2018,13,Belgian Grand Prix,144,4,0,1001
973,55,SAI,Carlos Sainz,2018,13,Belgian Grand Prix,30,12,0,1001
974,11,PER,Sergio Pérez,2018,13,Belgian Grand Prix,40,10,0,1001
975,31,OCO,Esteban Ocon,2018,13,Belgian Grand Prix,37,11,0,1001
976,16,LEC,Charles Leclerc,2018,13,Belgian Grand Prix,13,15,0,1001
977,18,STR,Lance Stroll,2018,13,Belgian Grand Prix,4,18,0,1001
978,20,MAG,Kevin Magnussen,2018,13,Belgian Grand Prix,49,8,0,1001
979,10,GAS,Pierre Gasly,2018,13,Belgian Grand Prix,28,13,0,1001
980,10,GAS,Pierre Gasly,2018,14,Italian Grand Prix,28,13,0,1002
981,55,SAI,Carlos Sainz,2018,14,Italian Grand Prix,34,12,0,1002
982,77,BOT,Valtteri Bottas,2018,14,Italian Grand Prix,159,4,0,1002
983,20,MAG,Kevin Magnussen,2018,14,Italian Grand Prix,49,8,0,1002
984,18,STR,Lance Stroll,2018,14,Italian Grand Prix,6,17,0,1002
985,31,OCO,Esteban Ocon,2018,14,Italian Grand Prix,45,10,0,1002
986,16,LEC,Charles Leclerc,2018,14,Italian Grand Prix,13,15,0,1002
987,11,PER,Sergio Pérez,2018,14,Italian Grand Prix,46,9,0,1002
988,27,HUL,Nico Hülkenberg,2018,14,Italian Grand Prix,52,7,0,1002
989,33,VER,Max Verstappen,2018,14,Italian Grand Prix,130,5,1,1002
990,14,ALO,Fernando Alonso,2018,14,Italian Grand Prix,44,11,0,1002
991,44,HAM,Lewis Hamilton,2018,14,Italian Grand Prix,256,1,6,1002
992,44,HAM,Lewis Hamilton,2018,15,Singapore Grand Prix,281,1,7,1003
993,14,ALO,Fernando Alonso,2018,15,Singapore Grand Prix,50,8,0,1003
994,33,VER,Max Verstappen,2018,15,Singapore Grand Prix,148,5,1,1003
995,27,HUL,Nico Hülkenberg,2018,15,Singapore Grand Prix,53,7,0,1003
996,77,BOT,Valtteri Bottas,2018,15,Singapore Grand Prix,171,4,0,1003
997,55,SAI,Carlos Sainz,2018,15,Singapore Grand Prix,38,12,0,1003
998,11,PER,Sergio Pérez,2018,15,Singapore Grand Prix,46,10,0,1003
999,31,OCO,Esteban Ocon,2018,15,Singapore Grand Prix,45,11,0,1003
1000,16,LEC,Charles Leclerc,2018,15,Singapore Grand Prix,15,15,0,1003
1001,18,STR,Lance Stroll,2018,15,Singapore Grand Prix,6,17,0,1003
1002,20,MAG,Kevin Magnussen,2018,15,Singapore Grand Prix,49,9,0,1003
