constructorResultsId,constructorId,GP_year,GrandPrix_name,Circuit_name,points,GP_Id
2260,Ferrari,2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,18,1070
2261,Aston Martin,2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,6,1070
2262,Alfa Romeo,2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,4,1070
2263,Alpine F1 Team,2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,2,1070
2264,McLaren,2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,1,1070
2265,Williams,2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,0,1070
2266,Haas F1 Team,2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,0,1070
2267,Mercedes,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,43,1071
2268,Red Bull,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,33,1071
2269,Ferrari,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,19,1071
2270,AlphaTauri,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,6,1071
2271,Alpine F1 Team,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,6,1071
2272,McLaren,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,1,1071
2273,Aston Martin,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,0,1071
2274,Alfa Romeo,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,0,1071
2275,Williams,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,0,1071
2276,Haas F1 Team,2021,São Paulo Grand Prix,Autódromo José Carlos Pace,0,1071
2277,Mercedes,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,25,1051
2278,Red Bull,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,31,1051
2279,Alpine F1 Team,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,25,1051
2280,Aston Martin,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,9,1051
2281,Ferrari,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,10,1051
2282,McLaren,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2,1051
2283,AlphaTauri,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,0,1051
2284,Alfa Romeo,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,0,1051
2285,Haas F1 Team,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,0,1051
2286,Williams,2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,0,1051
2287,Mercedes,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,41,1072
2288,Red Bull,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,18,1072
2289,Alpine F1 Team,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,12,1072
2290,McLaren,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,11,1072
2291,AlphaTauri,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,8,1072
2292,Ferrari,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,10,1072
2293,Alfa Romeo,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,2,1072
2294,Aston Martin,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,0,1072
2295,Williams,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,0,1072
2296,Haas F1 Team,2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,0,1072
2297,Red Bull,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,26,1073
2298,Mercedes,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,26,1073
2299,Ferrari,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,16,1073
2300,AlphaTauri,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,22,1073
2301,McLaren,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,6,1073
2302,Alpine F1 Team,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,6,1073
2303,Aston Martin,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,0,1073
2304,Haas F1 Team,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,0,1073
2305,Williams,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,0,1073
2306,Alfa Romeo,2021,Abu Dhabi Grand Prix,Yas Marina Circuit,0,1073
2307,Ferrari,2022,Bahrain Grand Prix,Bahrain International Circuit,44,1074
2308,Mercedes,2022,Bahrain Grand Prix,Bahrain International Circuit,27,1074
2309,Haas F1 Team,2022,Bahrain Grand Prix,Bahrain International Circuit,10,1074
2310,Alfa Romeo,2022,Bahrain Grand Prix,Bahrain International Circuit,9,1074
2311,Alpine F1 Team,2022,Bahrain Grand Prix,Bahrain International Circuit,8,1074
2312,AlphaTauri,2022,Bahrain Grand Prix,Bahrain International Circuit,4,1074
2313,Aston Martin,2022,Bahrain Grand Prix,Bahrain International Circuit,0,1074
2314,Williams,2022,Bahrain Grand Prix,Bahrain International Circuit,0,1074
2315,McLaren,2022,Bahrain Grand Prix,Bahrain International Circuit,0,1074
2316,Red Bull,2022,Bahrain Grand Prix,Bahrain International Circuit,0,1074
2317,Red Bull,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,37,1075
2318,Ferrari,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,34,1075
2319,Mercedes,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,11,1075
2320,Alpine F1 Team,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,8,1075
2321,McLaren,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,6,1075
2322,AlphaTauri,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,4,1075
2323,Haas F1 Team,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,2,1075
2324,Alfa Romeo,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,0,1075
2325,Aston Martin,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,0,1075
2326,Williams,2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,0,1075
2327,Ferrari,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,26,1076
2328,Red Bull,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,18,1076
2329,Mercedes,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,27,1076
2330,McLaren,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,18,1076
2331,Alpine F1 Team,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,6,1076
2332,Alfa Romeo,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,4,1076
2333,AlphaTauri,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,2,1076
2334,Williams,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,1,1076
2335,Aston Martin,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,0,1076
2336,Haas F1 Team,2022,Australian Grand Prix,Albert Park Grand Prix Circuit,0,1076
2337,Red Bull,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,58,1077
2338,McLaren,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,22,1077
2339,Mercedes,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,12,1077
2340,Alfa Romeo,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,12,1077
2341,Ferrari,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,20,1077
2342,AlphaTauri,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,6,1077
2343,Aston Martin,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,5,1077
2344,Haas F1 Team,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,3,1077
2345,Williams,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,0,1077
2346,Alpine F1 Team,2022,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,0,1077
2347,Red Bull,2022,Miami Grand Prix,Miami International Autodrome,38,1078
2348,Ferrari,2022,Miami Grand Prix,Miami International Autodrome,33,1078
2349,Mercedes,2022,Miami Grand Prix,Miami International Autodrome,18,1078
2350,Alfa Romeo,2022,Miami Grand Prix,Miami International Autodrome,6,1078
2351,Alpine F1 Team,2022,Miami Grand Prix,Miami International Autodrome,4,1078
2352,Williams,2022,Miami Grand Prix,Miami International Autodrome,2,1078
2353,Aston Martin,2022,Miami Grand Prix,Miami International Autodrome,1,1078
2354,AlphaTauri,2022,Miami Grand Prix,Miami International Autodrome,0,1078
2355,McLaren,2022,Miami Grand Prix,Miami International Autodrome,0,1078
2356,Haas F1 Team,2022,Miami Grand Prix,Miami International Autodrome,0,1078
2357,Red Bull,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,44,1079
2358,Mercedes,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,25,1079
2359,Ferrari,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,12,1079
2360,Alfa Romeo,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,8,1079
2361,Alpine F1 Team,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,8,1079
2362,McLaren,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,4,1079
2363,AlphaTauri,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,1079
2364,Aston Martin,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,0,1079
2365,Haas F1 Team,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,0,1079
2366,Williams,2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,0,1079
2367,Red Bull,2022,Monaco Grand Prix,Circuit de Monaco,40,1080
2368,Ferrari,2022,Monaco Grand Prix,Circuit de Monaco,30,1080
2369,Mercedes,2022,Monaco Grand Prix,Circuit de Monaco,14,1080
2370,McLaren,2022,Monaco Grand Prix,Circuit de Monaco,9,1080
2371,Alpine F1 Team,2022,Monaco Grand Prix,Circuit de Monaco,6,1080
2372,Alfa Romeo,2022,Monaco Grand Prix,Circuit de Monaco,2,1080
2373,Aston Martin,2022,Monaco Grand Prix,Circuit de Monaco,1,1080
2374,AlphaTauri,2022,Monaco Grand Prix,Circuit de Monaco,0,1080
2375,Williams,2022,Monaco Grand Prix,Circuit de Monaco,0,1080
2376,Haas F1 Team,2022,Monaco Grand Prix,Circuit de Monaco,0,1080
2377,Red Bull,2022,Azerbaijan Grand Prix,Baku City Circuit,44,1081
2378,Mercedes,2022,Azerbaijan Grand Prix,Baku City Circuit,27,1081
2379,AlphaTauri,2022,Azerbaijan Grand Prix,Baku City Circuit,10,1081
2380,Aston Martin,2022,Azerbaijan Grand Prix,Baku City Circuit,8,1081
2381,Alpine F1 Team,2022,Azerbaijan Grand Prix,Baku City Circuit,7,1081
2382,McLaren,2022,Azerbaijan Grand Prix,Baku City Circuit,6,1081
2383,Alfa Romeo,2022,Azerbaijan Grand Prix,Baku City Circuit,0,1081
2384,Williams,2022,Azerbaijan Grand Prix,Baku City Circuit,0,1081
2385,Haas F1 Team,2022,Azerbaijan Grand Prix,Baku City Circuit,0,1081
2386,Ferrari,2022,Azerbaijan Grand Prix,Baku City Circuit,0,1081
2387,Red Bull,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,25,1082
2388,Ferrari,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,29,1082
2389,Mercedes,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,27,1082
2390,Alpine F1 Team,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,10,1082
2391,Alfa Romeo,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,10,1082
2392,Aston Martin,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,1,1082
2393,McLaren,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,0,1082
2394,Williams,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,0,1082
2395,AlphaTauri,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,0,1082
2396,Haas F1 Team,2022,Canadian Grand Prix,Circuit Gilles Villeneuve,0,1082
2397,Ferrari,2022,British Grand Prix,Silverstone Circuit,37,1083
2398,Red Bull,2022,British Grand Prix,Silverstone Circuit,24,1083
2399,Mercedes,2022,British Grand Prix,Silverstone Circuit,16,1083
2400,Alpine F1 Team,2022,British Grand Prix,Silverstone Circuit,10,1083
2401,McLaren,2022,British Grand Prix,Silverstone Circuit,8,1083
2402,Haas F1 Team,2022,British Grand Prix,Silverstone Circuit,5,1083
2403,Aston Martin,2022,British Grand Prix,Silverstone Circuit,2,1083
2404,Williams,2022,British Grand Prix,Silverstone Circuit,0,1083
2405,AlphaTauri,2022,British Grand Prix,Silverstone Circuit,0,1083
2406,Alfa Romeo,2022,British Grand Prix,Silverstone Circuit,0,1083
2407,Ferrari,2022,Austrian Grand Prix,Red Bull Ring,38,1084
2408,Red Bull,2022,Austrian Grand Prix,Red Bull Ring,31,1084
2409,Mercedes,2022,Austrian Grand Prix,Red Bull Ring,33,1084
2410,Alpine F1 Team,2022,Austrian Grand Prix,Red Bull Ring,14,1084
2411,Haas F1 Team,2022,Austrian Grand Prix,Red Bull Ring,14,1084
2412,McLaren,2022,Austrian Grand Prix,Red Bull Ring,8,1084
2413,Alfa Romeo,2022,Austrian Grand Prix,Red Bull Ring,0,1084
2414,Williams,2022,Austrian Grand Prix,Red Bull Ring,0,1084
2415,Aston Martin,2022,Austrian Grand Prix,Red Bull Ring,0,1084
2416,AlphaTauri,2022,Austrian Grand Prix,Red Bull Ring,0,1084
2417,Red Bull,2022,Hungarian Grand Prix,Hungaroring,35,1086
2418,Mercedes,2022,Hungarian Grand Prix,Hungaroring,34,1086
2419,Ferrari,2022,Hungarian Grand Prix,Hungaroring,20,1086
2420,McLaren,2022,Hungarian Grand Prix,Hungaroring,6,1086
2421,Alpine F1 Team,2022,Hungarian Grand Prix,Hungaroring,6,1086
2422,Aston Martin,2022,Hungarian Grand Prix,Hungaroring,1,1086
2423,AlphaTauri,2022,Hungarian Grand Prix,Hungaroring,0,1086
2424,Alfa Romeo,2022,Hungarian Grand Prix,Hungaroring,0,1086
2425,Haas F1 Team,2022,Hungarian Grand Prix,Hungaroring,0,1086
2426,Williams,2022,Hungarian Grand Prix,Hungaroring,0,1086
2427,Red Bull,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,44,1087
2428,Ferrari,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,23,1087
2429,Mercedes,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,12,1087
2430,Alpine F1 Team,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,16,1087
2431,Aston Martin,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,4,1087
2432,AlphaTauri,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,1087
2433,Williams,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,1087
2434,McLaren,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,0,1087
2435,Alfa Romeo,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,0,1087
2436,Haas F1 Team,2022,Belgian Grand Prix,Circuit de Spa-Francorchamps,0,1087
2437,Red Bull,2022,Dutch Grand Prix,Circuit Park Zandvoort,36,1088
2438,Mercedes,2022,Dutch Grand Prix,Circuit Park Zandvoort,30,1088
2439,Ferrari,2022,Dutch Grand Prix,Circuit Park Zandvoort,19,1088
2440,Alpine F1 Team,2022,Dutch Grand Prix,Circuit Park Zandvoort,10,1088
2441,McLaren,2022,Dutch Grand Prix,Circuit Park Zandvoort,6,1088
2442,Aston Martin,2022,Dutch Grand Prix,Circuit Park Zandvoort,1,1088
2443,AlphaTauri,2022,Dutch Grand Prix,Circuit Park Zandvoort,0,1088
2444,Williams,2022,Dutch Grand Prix,Circuit Park Zandvoort,0,1088
2445,Haas F1 Team,2022,Dutch Grand Prix,Circuit Park Zandvoort,0,1088
2446,Alfa Romeo,2022,Dutch Grand Prix,Circuit Park Zandvoort,0,1088
2447,Red Bull,2022,Italian Grand Prix,Autodromo Nazionale di Monza,34,1089
2448,Ferrari,2022,Italian Grand Prix,Autodromo Nazionale di Monza,30,1089
2449,Mercedes,2022,Italian Grand Prix,Autodromo Nazionale di Monza,25,1089
2450,McLaren,2022,Italian Grand Prix,Autodromo Nazionale di Monza,6,1089
2451,AlphaTauri,2022,Italian Grand Prix,Autodromo Nazionale di Monza,4,1089
2452,Williams,2022,Italian Grand Prix,Autodromo Nazionale di Monza,2,1089
2453,Alfa Romeo,2022,Italian Grand Prix,Autodromo Nazionale di Monza,1,1089
2454,Alpine F1 Team,2022,Italian Grand Prix,Autodromo Nazionale di Monza,0,1089
2455,Haas F1 Team,2022,Italian Grand Prix,Autodromo Nazionale di Monza,0,1089
2456,Aston Martin,2022,Italian Grand Prix,Autodromo Nazionale di Monza,0,1089
2457,Red Bull,2022,Singapore Grand Prix,Marina Bay Street Circuit,31,1091
2458,Ferrari,2022,Singapore Grand Prix,Marina Bay Street Circuit,33,1091
2459,McLaren,2022,Singapore Grand Prix,Marina Bay Street Circuit,22,1091
2460,Aston Martin,2022,Singapore Grand Prix,Marina Bay Street Circuit,12,1091
2461,Mercedes,2022,Singapore Grand Prix,Marina Bay Street Circuit,2,1091
2462,AlphaTauri,2022,Singapore Grand Prix,Marina Bay Street Circuit,1,1091
2463,Alfa Romeo,2022,Singapore Grand Prix,Marina Bay Street Circuit,0,1091
2464,Haas F1 Team,2022,Singapore Grand Prix,Marina Bay Street Circuit,0,1091
2465,Alpine F1 Team,2022,Singapore Grand Prix,Marina Bay Street Circuit,0,1091
2466,Williams,2022,Singapore Grand Prix,Marina Bay Street Circuit,0,1091
2467,Red Bull,2022,Japanese Grand Prix,Suzuka Circuit,43,1092
2468,Ferrari,2022,Japanese Grand Prix,Suzuka Circuit,15,1092
2469,Alpine F1 Team,2022,Japanese Grand Prix,Suzuka Circuit,18,1092
2470,Mercedes,2022,Japanese Grand Prix,Suzuka Circuit,14,1092
2471,Aston Martin,2022,Japanese Grand Prix,Suzuka Circuit,8,1092
2472,Williams,2022,Japanese Grand Prix,Suzuka Circuit,2,1092
2473,McLaren,2022,Japanese Grand Prix,Suzuka Circuit,1,1092
2474,AlphaTauri,2022,Japanese Grand Prix,Suzuka Circuit,0,1092
2475,Haas F1 Team,2022,Japanese Grand Prix,Suzuka Circuit,0,1092
2476,Alfa Romeo,2022,Japanese Grand Prix,Suzuka Circuit,0,1092
2477,Red Bull,2022,United States Grand Prix,Circuit of the Americas,37,1093
2478,Mercedes,2022,United States Grand Prix,Circuit of the Americas,29,1093
2479,Ferrari,2022,United States Grand Prix,Circuit of the Americas,15,1093
2480,McLaren,2022,United States Grand Prix,Circuit of the Americas,8,1093
2481,Aston Martin,2022,United States Grand Prix,Circuit of the Americas,4,1093
2482,Haas F1 Team,2022,United States Grand Prix,Circuit of the Americas,2,1093
2483,AlphaTauri,2022,United States Grand Prix,Circuit of the Americas,1,1093
2484,Alpine F1 Team,2022,United States Grand Prix,Circuit of the Americas,6,1093
2485,Alfa Romeo,2022,United States Grand Prix,Circuit of the Americas,0,1093
2486,Williams,2022,United States Grand Prix,Circuit of the Americas,0,1093
2487,Red Bull,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,40,1094
2488,Mercedes,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,31,1094
2489,Ferrari,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,18,1094
2490,McLaren,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,8,1094
2491,Alpine F1 Team,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,4,1094
2492,Alfa Romeo,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,1,1094
2493,AlphaTauri,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,0,1094
2494,Williams,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,0,1094
2495,Aston Martin,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,0,1094
2496,Haas F1 Team,2022,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,0,1094
2497,Mercedes,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,58,1095
2498,Ferrari,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,37,1095
2499,Alpine F1 Team,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,14,1095
2500,Red Bull,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,23,1095
2501,Alfa Romeo,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,2,1095
2502,Aston Martin,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,1,1095
2503,Haas F1 Team,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,1,1095
2504,AlphaTauri,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,0,1095
2505,Williams,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,0,1095
2506,McLaren,2022,São Paulo Grand Prix,Autódromo José Carlos Pace,2,1095
2507,Red Bull,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,40,1096
2508,Ferrari,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,30,1096
2509,Mercedes,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,10,1096
2510,McLaren,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,11,1096
2511,Alpine F1 Team,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,6,1096
2512,Aston Martin,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,5,1096
2513,AlphaTauri,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,0,1096
2514,Alfa Romeo,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,0,1096
2515,Williams,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,0,1096
2516,Haas F1 Team,2022,Abu Dhabi Grand Prix,Yas Marina Circuit,0,1096
