,GrandPrix_name,Driver_name,avg_pit_stop_time_ms,avg_pit_stop_count,total_pit_stop_time_ms
131,Dutch Grand Prix,Sergio Pérez,18129.666666666668,2.1666666666666665,39280.944444444445
132,Dutch Grand Prix,Valtteri Bottas,20348.25,1.5,30522.375
133,Dutch Grand Prix,Yuki Tsunoda,27650.25,1.75,48387.9375
134,Emilia Romagna Grand Prix,Alexander Albon,30038.333333333332,1.3333333333333333,40051.11111111111
135,Emilia Romagna Grand Prix,Carlos Sainz,28734.333333333332,1.3333333333333333,38312.44444444444
136,Emilia Romagna Grand Prix,Charles Leclerc,30887.6,1.6,49420.16
137,Emilia Romagna Grand Prix,Esteban Ocon,29161.666666666668,1.0,29161.666666666668
138,Emilia Romagna Grand Prix,Fernando Alonso,25991.0,1.0,25991.0
139,Emilia Romagna Grand Prix,George Russell,30478.25,1.25,38097.8125
140,Emilia Romagna Grand Prix,Kevin Magnussen,32236.5,1.0,32236.5
141,Emilia Romagna Grand Prix,Lance Stroll,32441.8,1.6,51906.880000000005
142,Emilia Romagna Grand Prix,Lando Norris,28365.4,1.4,39711.56
143,Emilia Romagna Grand Prix,Lewis Hamilton,28932.6,1.4,40505.63999999999
144,Emilia Romagna Grand Prix,Max Verstappen,27551.666666666668,1.6666666666666667,45919.444444444445
145,Emilia Romagna Grand Prix,Sergio Pérez,28562.0,1.5,42843.0
146,Emilia Romagna Grand Prix,Valtteri Bottas,34256.75,1.25,42820.9375
147,Emilia Romagna Grand Prix,Yuki Tsunoda,27568.333333333332,1.3333333333333333,36757.777777777774
148,Hungarian Grand Prix,Alexander Albon,24372.333333333332,1.6666666666666667,40620.555555555555
149,Hungarian Grand Prix,Carlos Sainz,23370.125,1.75,40897.71875
150,Hungarian Grand Prix,Charles Leclerc,21949.333333333332,1.6666666666666667,36582.22222222222
151,Hungarian Grand Prix,Esteban Ocon,24448.125,1.5,36672.1875
152,Hungarian Grand Prix,Fernando Alonso,21845.833333333332,2.0416666666666665,44601.90972222222
153,Hungarian Grand Prix,George Russell,22444.222222222223,1.7777777777777777,39900.83950617284
154,Hungarian Grand Prix,Kevin Magnussen,23495.090909090908,1.4545454545454546,34174.67768595041
155,Hungarian Grand Prix,Lance Stroll,21978.777777777777,1.5555555555555556,34189.20987654321
156,Hungarian Grand Prix,Lando Norris,25918.166666666668,1.3333333333333333,34557.555555555555
157,Hungarian Grand Prix,Lewis Hamilton,21309.91176470588,2.3823529411764706,50767.73096885813
