constructorStandingsId,Constructor_name,GP_year,Round,GrandPrix_name,points,position,wins,GP_Id
433,Williams,1988,3,Monaco Grand Prix,1,7,0,374
434,McLaren,1988,4,Mexico City Grand Prix,48,1,4,375
435,Ferrari,1988,4,Mexico City Grand Prix,27,2,0,375
436,Williams,1988,4,Mexico City Grand Prix,1,7,0,375
437,McLaren,1988,5,Canadian Grand Prix,63,1,5,376
438,Ferrari,1988,5,Canadian Grand Prix,27,2,0,376
439,Williams,1988,5,Canadian Grand Prix,1,8,0,376
440,McLaren,1988,8,British Grand Prix,102,1,8,379
441,Ferrari,1988,8,British Grand Prix,34,2,0,379
442,Williams,1988,8,British Grand Prix,7,6,0,379
443,McLaren,1988,10,Hungarian Grand Prix,132,1,10,381
444,Ferrari,1988,10,Hungarian Grand Prix,44,2,0,381
445,Williams,1988,10,Hungarian Grand Prix,8,7,0,381
446,McLaren,1988,11,Belgian Grand Prix,147,1,11,382
447,Ferrari,1988,11,Belgian Grand Prix,44,2,0,382
448,Williams,1988,11,Belgian Grand Prix,8,7,0,382
449,McLaren,1988,12,Italian Grand Prix,147,1,11,383
450,Ferrari,1988,12,Italian Grand Prix,59,2,1,383
451,Williams,1988,12,Italian Grand Prix,8,7,0,383
452,McLaren,1988,15,Japanese Grand Prix,184,1,14,386
453,Ferrari,1988,15,Japanese Grand Prix,65,2,1,386
454,Williams,1988,15,Japanese Grand Prix,17,7,0,386
455,Ferrari,1989,2,Emilia Romagna Grand Prix,9,2,1,357
456,McLaren,1989,2,Emilia Romagna Grand Prix,21,1,1,357
457,Williams,1989,2,Emilia Romagna Grand Prix,3,6,0,357
458,Ferrari,1989,3,Monaco Grand Prix,9,2,1,358
459,McLaren,1989,3,Monaco Grand Prix,36,1,2,358
460,Williams,1989,3,Monaco Grand Prix,3,8,0,358
461,Ferrari,1989,4,Mexico City Grand Prix,9,3,1,359
462,McLaren,1989,4,Mexico City Grand Prix,47,1,3,359
463,Williams,1989,4,Mexico City Grand Prix,9,4,0,359
464,Ferrari,1989,6,Canadian Grand Prix,9,4,1,361
465,McLaren,1989,6,Canadian Grand Prix,56,1,4,361
466,Williams,1989,6,Canadian Grand Prix,31,2,1,361
467,Ferrari,1989,8,British Grand Prix,21,3,1,363
468,McLaren,1989,8,British Grand Prix,74,1,6,363
469,Williams,1989,8,British Grand Prix,35,2,1,363
470,Ferrari,1989,10,Hungarian Grand Prix,34,3,2,365
471,McLaren,1989,10,Hungarian Grand Prix,98,1,7,365
472,Williams,1989,10,Hungarian Grand Prix,42,2,1,365
473,Ferrari,1989,11,Belgian Grand Prix,38,3,2,366
474,McLaren,1989,11,Belgian Grand Prix,113,1,8,366
475,Williams,1989,11,Belgian Grand Prix,45,2,1,366
476,Ferrari,1989,12,Italian Grand Prix,44,3,2,367
477,McLaren,1989,12,Italian Grand Prix,122,1,9,367
478,Williams,1989,12,Italian Grand Prix,52,2,1,367
479,Williams,1989,15,Japanese Grand Prix,64,2,1,370
480,Ferrari,1989,15,Japanese Grand Prix,59,3,3,370
481,McLaren,1989,15,Japanese Grand Prix,141,1,10,370
482,Ferrari,1990,2,São Paulo Grand Prix,12,2,1,322
483,Williams,1990,2,São Paulo Grand Prix,6,4,0,322
484,McLaren,1990,2,São Paulo Grand Prix,19,1,1,322
485,Ferrari,1990,3,Emilia Romagna Grand Prix,15,3,1,323
486,Williams,1990,3,Emilia Romagna Grand Prix,15,2,1,323
487,McLaren,1990,3,Emilia Romagna Grand Prix,25,1,1,323
488,Ferrari,1990,4,Monaco Grand Prix,15,3,1,324
489,Williams,1990,4,Monaco Grand Prix,18,2,1,324
490,McLaren,1990,4,Monaco Grand Prix,38,1,2,324
491,Ferrari,1990,5,Canadian Grand Prix,21,2,1,325
492,Williams,1990,5,Canadian Grand Prix,18,3,1,325
493,McLaren,1990,5,Canadian Grand Prix,50,1,3,325
494,Ferrari,1990,6,Mexico City Grand Prix,36,2,2,326
495,Williams,1990,6,Mexico City Grand Prix,20,3,1,326
496,McLaren,1990,6,Mexico City Grand Prix,54,1,3,326
497,Ferrari,1990,8,British Grand Prix,54,2,4,328
498,Williams,1990,8,British Grand Prix,27,3,1,328
499,McLaren,1990,8,British Grand Prix,64,1,3,328
500,Ferrari,1990,10,Hungarian Grand Prix,57,2,4,330
501,Williams,1990,10,Hungarian Grand Prix,42,3,2,330
502,McLaren,1990,10,Hungarian Grand Prix,83,1,4,330
503,Ferrari,1990,11,Belgian Grand Prix,63,2,4,331
504,Williams,1990,11,Belgian Grand Prix,42,3,2,331
505,McLaren,1990,11,Belgian Grand Prix,96,1,5,331
506,Ferrari,1990,12,Italian Grand Prix,72,2,4,332
507,Williams,1990,12,Italian Grand Prix,44,3,2,332
508,McLaren,1990,12,Italian Grand Prix,109,1,6,332
509,Ferrari,1990,15,Japanese Grand Prix,100,2,6,335
510,Williams,1990,15,Japanese Grand Prix,54,4,2,335
511,McLaren,1990,15,Japanese Grand Prix,118,1,6,335
512,Williams,1991,2,São Paulo Grand Prix,6,3,0,306
513,Williams,1991,3,Emilia Romagna Grand Prix,6,3,0,307
514,Williams,1991,4,Monaco Grand Prix,12,3,0,308
515,Williams,1991,5,Canadian Grand Prix,17,3,0,309
516,Williams,1991,6,Mexico City Grand Prix,33,2,1,310
517,Williams,1991,8,British Grand Prix,55,2,3,312
518,Williams,1991,10,Hungarian Grand Prix,81,2,4,314
519,Williams,1991,11,Belgian Grand Prix,83,2,4,315
520,Williams,1991,12,Italian Grand Prix,93,2,5,316
521,Williams,1991,14,Spanish Grand Prix,117,1,7,318
522,Ferrari,1991,14,Spanish Grand Prix,52,3,0,318
523,Williams,1991,15,Japanese Grand Prix,121,2,7,319
524,Ferrari,1991,15,Japanese Grand Prix,55,3,0,319
525,Ferrari,1991,2,São Paulo Grand Prix,10,2,0,306
526,McLaren,1991,2,São Paulo Grand Prix,24,1,2,306
527,Ferrari,1991,3,Emilia Romagna Grand Prix,10,2,0,307
528,McLaren,1991,3,Emilia Romagna Grand Prix,40,1,3,307
529,Ferrari,1991,4,Monaco Grand Prix,16,2,0,308
530,McLaren,1991,4,Monaco Grand Prix,50,1,4,308
531,Ferrari,1991,5,Canadian Grand Prix,16,4,0,309
532,McLaren,1991,5,Canadian Grand Prix,50,1,4,309
533,McLaren,1991,6,Mexico City Grand Prix,54,1,4,310
534,Ferrari,1991,6,Mexico City Grand Prix,16,4,0,310
535,McLaren,1991,8,British Grand Prix,67,1,4,312
536,Ferrari,1991,8,British Grand Prix,29,3,0,312
537,McLaren,1991,10,Hungarian Grand Prix,83,1,5,314
538,Ferrari,1991,10,Hungarian Grand Prix,35,3,0,314
539,Ferrari,1991,11,Belgian Grand Prix,35,3,0,315
540,McLaren,1991,11,Belgian Grand Prix,99,1,6,315
541,Ferrari,1991,12,Italian Grand Prix,39,3,0,316
542,McLaren,1991,12,Italian Grand Prix,108,1,6,316
543,McLaren,1991,14,Spanish Grand Prix,116,2,6,318
544,McLaren,1991,15,Japanese Grand Prix,132,1,7,319
545,Williams,1992,2,Mexico City Grand Prix,32,1,2,290
546,McLaren,1992,2,Mexico City Grand Prix,9,2,0,290
547,Williams,1992,3,São Paulo Grand Prix,48,1,3,291
548,McLaren,1992,3,São Paulo Grand Prix,9,3,0,291
549,Ferrari,1992,3,São Paulo Grand Prix,5,4,0,291
550,Williams,1992,5,Emilia Romagna Grand Prix,74,1,5,293
551,Ferrari,1992,4,Spanish Grand Prix,9,4,0,292
552,McLaren,1992,4,Spanish Grand Prix,12,3,0,292
553,Williams,1992,4,Spanish Grand Prix,58,1,4,292
554,McLaren,1992,5,Emilia Romagna Grand Prix,16,3,0,293
555,Ferrari,1992,5,Emilia Romagna Grand Prix,9,4,0,293
556,Williams,1992,6,Monaco Grand Prix,84,1,5,294
557,McLaren,1992,6,Monaco Grand Prix,26,2,1,294
558,Ferrari,1992,6,Monaco Grand Prix,9,4,0,294
559,Williams,1992,7,Canadian Grand Prix,84,1,5,295
560,McLaren,1992,7,Canadian Grand Prix,36,2,2,295
561,Ferrari,1992,7,Canadian Grand Prix,13,4,0,295
562,Williams,1992,9,British Grand Prix,116,1,7,297
563,McLaren,1992,9,British Grand Prix,38,3,2,297
564,Ferrari,1992,9,British Grand Prix,13,4,0,297
565,Williams,1992,11,Hungarian Grand Prix,132,1,8,299
566,McLaren,1992,11,Hungarian Grand Prix,58,2,3,299
567,Ferrari,1992,11,Hungarian Grand Prix,16,4,0,299
568,Williams,1992,12,Belgian Grand Prix,142,1,8,300
569,McLaren,1992,12,Belgian Grand Prix,60,3,3,300
570,Ferrari,1992,12,Belgian Grand Prix,16,4,0,300
571,Williams,1992,13,Italian Grand Prix,144,1,8,301
572,McLaren,1992,13,Italian Grand Prix,73,3,4,301
573,Ferrari,1992,13,Italian Grand Prix,16,4,0,301
574,Williams,1992,15,Japanese Grand Prix,164,1,10,303
575,McLaren,1992,15,Japanese Grand Prix,89,2,4,303
576,Ferrari,1992,15,Japanese Grand Prix,18,4,0,303
577,Ferrari,1993,2,São Paulo Grand Prix,1,8,0,274
578,McLaren,1993,2,São Paulo Grand Prix,16,1,1,274
579,Williams,1993,2,São Paulo Grand Prix,16,2,1,274
580,Ferrari,1993,4,Emilia Romagna Grand Prix,1,9,0,276
581,McLaren,1993,4,Emilia Romagna Grand Prix,26,2,2,276
582,Williams,1993,4,Emilia Romagna Grand Prix,36,1,2,276
583,Ferrari,1993,5,Spanish Grand Prix,2,9,0,277
584,McLaren,1993,5,Spanish Grand Prix,34,2,2,277
585,Williams,1993,5,Spanish Grand Prix,46,1,3,277
586,Ferrari,1993,6,Monaco Grand Prix,6,7,0,278
587,McLaren,1993,6,Monaco Grand Prix,44,2,3,278
588,Williams,1993,6,Monaco Grand Prix,55,1,3,278
589,Ferrari,1993,7,Canadian Grand Prix,9,5,0,279
590,McLaren,1993,7,Canadian Grand Prix,44,2,3,279
591,Williams,1993,7,Canadian Grand Prix,69,1,4,279
592,Ferrari,1993,9,British Grand Prix,9,6,0,281
593,McLaren,1993,9,British Grand Prix,50,2,3,281
594,Williams,1993,9,British Grand Prix,95,1,6,281
595,Ferrari,1993,11,Hungarian Grand Prix,14,5,0,283
596,McLaren,1993,11,Hungarian Grand Prix,53,2,3,283
597,Williams,1993,11,Hungarian Grand Prix,115,1,8,283
598,Ferrari,1993,12,Belgian Grand Prix,14,5,0,284
599,McLaren,1993,12,Belgian Grand Prix,56,3,3,284
600,Williams,1993,12,Belgian Grand Prix,129,1,9,284
601,Ferrari,1993,13,Italian Grand Prix,20,5,0,285
602,McLaren,1993,13,Italian Grand Prix,60,3,3,285
603,Williams,1993,13,Italian Grand Prix,139,1,10,285
604,Ferrari,1993,15,Japanese Grand Prix,23,4,0,287
605,McLaren,1993,15,Japanese Grand Prix,74,2,4,287
606,Williams,1993,15,Japanese Grand Prix,158,1,10,287
607,Ferrari,1994,1,São Paulo Grand Prix,4,3,0,257
608,Williams,1994,1,São Paulo Grand Prix,6,2,0,257
609,McLaren,1994,3,Emilia Romagna Grand Prix,4,6,0,259
610,Ferrari,1994,3,Emilia Romagna Grand Prix,16,2,0,259
611,Williams,1994,3,Emilia Romagna Grand Prix,7,3,0,259
612,McLaren,1994,4,Monaco Grand Prix,10,3,0,260
613,Ferrari,1994,4,Monaco Grand Prix,22,2,0,260
614,Williams,1994,4,Monaco Grand Prix,7,5,0,260
615,McLaren,1994,5,Spanish Grand Prix,10,5,0,261
616,Ferrari,1994,5,Spanish Grand Prix,25,2,0,261
617,Williams,1994,5,Spanish Grand Prix,17,3,1,261
618,McLaren,1994,6,Canadian Grand Prix,10,5,0,262
619,Ferrari,1994,6,Canadian Grand Prix,32,2,0,262
620,Williams,1994,6,Canadian Grand Prix,25,3,1,262
621,McLaren,1994,8,British Grand Prix,14,4,0,264
622,Ferrari,1994,8,British Grand Prix,42,3,0,264
623,Williams,1994,8,British Grand Prix,43,2,2,264
624,McLaren,1994,10,Hungarian Grand Prix,17,4,0,266
625,Ferrari,1994,10,Hungarian Grand Prix,52,2,1,266
626,Williams,1994,10,Hungarian Grand Prix,49,3,2,266
627,McLaren,1994,11,Belgian Grand Prix,23,4,0,267
628,Ferrari,1994,11,Belgian Grand Prix,52,3,1,267
629,Williams,1994,11,Belgian Grand Prix,62,2,3,267
630,McLaren,1994,12,Italian Grand Prix,29,4,0,268
631,Ferrari,1994,12,Italian Grand Prix,58,3,1,268
632,Williams,1994,12,Italian Grand Prix,73,2,4,268
633,McLaren,1994,15,Japanese Grand Prix,38,4,0,271
634,Ferrari,1994,15,Japanese Grand Prix,64,3,1,271
635,Williams,1994,15,Japanese Grand Prix,108,1,6,271
636,McLaren,1994,1,São Paulo Grand Prix,0,12,0,257
637,McLaren,1995,1,São Paulo Grand Prix,4,4,0,240
638,Ferrari,1995,1,São Paulo Grand Prix,6,3,0,240
639,Williams,1995,1,São Paulo Grand Prix,6,2,0,240
640,McLaren,1995,3,Emilia Romagna Grand Prix,6,4,0,242
641,Ferrari,1995,3,Emilia Romagna Grand Prix,23,2,0,242
642,Williams,1995,3,Emilia Romagna Grand Prix,29,1,2,242
643,McLaren,1995,4,Spanish Grand Prix,6,4,0,243
644,Ferrari,1995,4,Spanish Grand Prix,27,3,0,243
645,Williams,1995,4,Spanish Grand Prix,32,2,2,243
646,McLaren,1995,5,Monaco Grand Prix,8,4,0,244
647,Ferrari,1995,5,Monaco Grand Prix,31,3,0,244
648,Williams,1995,5,Monaco Grand Prix,38,2,2,244
649,McLaren,1995,6,Canadian Grand Prix,8,5,0,245
650,Ferrari,1995,6,Canadian Grand Prix,41,2,1,245
651,Williams,1995,6,Canadian Grand Prix,38,3,2,245
652,McLaren,1995,8,British Grand Prix,10,6,0,247
653,Ferrari,1995,8,British Grand Prix,49,3,1,247
654,Williams,1995,8,British Grand Prix,52,2,2,247
655,McLaren,1995,10,Hungarian Grand Prix,10,6,0,249
656,Ferrari,1995,10,Hungarian Grand Prix,57,3,1,249
657,Williams,1995,10,Hungarian Grand Prix,74,2,3,249
658,McLaren,1995,11,Belgian Grand Prix,12,6,0,250
659,Ferrari,1995,11,Belgian Grand Prix,57,3,1,250
660,Williams,1995,11,Belgian Grand Prix,80,2,3,250
661,McLaren,1995,12,Italian Grand Prix,21,4,0,251
662,Ferrari,1995,12,Italian Grand Prix,57,3,1,251
663,Williams,1995,12,Italian Grand Prix,80,2,3,251
664,McLaren,1995,16,Japanese Grand Prix,27,4,0,255
665,Ferrari,1995,16,Japanese Grand Prix,73,3,1,255
666,Williams,1995,16,Japanese Grand Prix,108,2,4,255
667,Williams,1996,1,Australian Grand Prix,16,1,1,224
668,Ferrari,1996,1,Australian Grand Prix,4,2,0,224
669,McLaren,1996,1,Australian Grand Prix,2,4,0,224
670,Williams,1996,2,São Paulo Grand Prix,26,1,2,225
671,Ferrari,1996,2,São Paulo Grand Prix,8,3,0,225
672,McLaren,1996,2,São Paulo Grand Prix,5,4,0,225
673,Williams,1996,5,Emilia Romagna Grand Prix,65,1,5,228
674,Ferrari,1996,5,Emilia Romagna Grand Prix,25,2,0,228
675,McLaren,1996,5,Emilia Romagna Grand Prix,9,4,0,228
676,Williams,1996,6,Monaco Grand Prix,65,1,5,229
677,Ferrari,1996,6,Monaco Grand Prix,25,2,0,229
678,McLaren,1996,6,Monaco Grand Prix,16,4,0,229
679,Williams,1996,7,Spanish Grand Prix,69,1,5,230
680,Ferrari,1996,7,Spanish Grand Prix,35,2,1,230
681,McLaren,1996,7,Spanish Grand Prix,18,4,0,230
682,Williams,1996,8,Canadian Grand Prix,85,1,6,231
683,Ferrari,1996,8,Canadian Grand Prix,35,2,1,231
684,McLaren,1996,8,Canadian Grand Prix,23,4,0,231
685,Williams,1996,10,British Grand Prix,111,1,8,233
686,Ferrari,1996,10,British Grand Prix,35,3,1,233
687,McLaren,1996,10,British Grand Prix,32,4,0,233
688,Williams,1996,12,Hungarian Grand Prix,141,1,10,235
689,Ferrari,1996,12,Hungarian Grand Prix,38,3,1,235
690,McLaren,1996,12,Hungarian Grand Prix,37,4,0,235
691,Williams,1996,13,Belgian Grand Prix,149,1,10,236
692,Ferrari,1996,13,Belgian Grand Prix,48,3,2,236
693,McLaren,1996,13,Belgian Grand Prix,41,4,0,236
694,Williams,1996,14,Italian Grand Prix,149,1,10,237
695,Ferrari,1996,14,Italian Grand Prix,58,3,3,237
696,McLaren,1996,14,Italian Grand Prix,45,4,0,237
697,Williams,1996,16,Japanese Grand Prix,175,1,12,239
698,Ferrari,1996,16,Japanese Grand Prix,70,2,3,239
699,McLaren,1996,16,Japanese Grand Prix,49,4,0,239
700,Williams,1997,1,Australian Grand Prix,0,6,0,207
701,Ferrari,1997,1,Australian Grand Prix,6,2,0,207
702,McLaren,1997,1,Australian Grand Prix,14,1,1,207
703,Williams,1997,2,São Paulo Grand Prix,10,2,1,208
704,Ferrari,1997,2,São Paulo Grand Prix,8,4,0,208
705,McLaren,1997,2,São Paulo Grand Prix,17,1,1,208
706,Williams,1997,4,Emilia Romagna Grand Prix,30,1,3,210
707,Ferrari,1997,4,Emilia Romagna Grand Prix,24,2,0,210
708,McLaren,1997,4,Emilia Romagna Grand Prix,20,3,1,210
709,Williams,1997,5,Monaco Grand Prix,30,2,3,211
710,Ferrari,1997,5,Monaco Grand Prix,38,1,1,211
711,McLaren,1997,5,Monaco Grand Prix,20,3,1,211
712,Williams,1997,6,Spanish Grand Prix,40,2,4,212
713,Ferrari,1997,6,Spanish Grand Prix,41,1,1,212
714,McLaren,1997,6,Spanish Grand Prix,21,3,1,212
715,Williams,1997,7,Canadian Grand Prix,43,2,4,213
716,Ferrari,1997,7,Canadian Grand Prix,51,1,2,213
717,McLaren,1997,7,Canadian Grand Prix,21,4,1,213
718,Williams,1997,9,British Grand Prix,62,2,5,215
719,Ferrari,1997,9,British Grand Prix,65,1,3,215
720,McLaren,1997,9,British Grand Prix,24,4,1,215
721,Williams,1997,11,Hungarian Grand Prix,72,2,6,217
722,Ferrari,1997,11,Hungarian Grand Prix,74,1,3,217
723,McLaren,1997,11,Hungarian Grand Prix,28,4,1,217
724,Williams,1997,12,Belgian Grand Prix,78,2,6,218
725,Ferrari,1997,12,Belgian Grand Prix,84,1,4,218
726,McLaren,1997,12,Belgian Grand Prix,28,4,1,218
727,Williams,1997,13,Italian Grand Prix,84,2,6,219
728,Ferrari,1997,13,Italian Grand Prix,85,1,4,219
729,McLaren,1997,13,Italian Grand Prix,38,4,2,219
730,Williams,1997,14,Austrian Grand Prix,98,1,7,220
731,Ferrari,1997,14,Austrian Grand Prix,86,2,4,220
732,McLaren,1997,14,Austrian Grand Prix,44,4,2,220
733,Williams,1997,16,Japanese Grand Prix,118,1,8,222
734,Ferrari,1997,16,Japanese Grand Prix,100,2,5,222
735,McLaren,1997,16,Japanese Grand Prix,47,4,2,222
736,McLaren,1998,1,Australian Grand Prix,16,1,1,191
737,Williams,1998,1,Australian Grand Prix,6,2,0,191
738,Ferrari,1998,1,Australian Grand Prix,3,3,0,191
739,McLaren,1998,2,São Paulo Grand Prix,32,1,2,192
740,Williams,1998,2,São Paulo Grand Prix,8,2,0,192
741,Ferrari,1998,2,São Paulo Grand Prix,7,3,0,192
742,McLaren,1998,4,Emilia Romagna Grand Prix,49,1,3,194
743,Williams,1998,4,Emilia Romagna Grand Prix,13,3,0,194
744,Ferrari,1998,4,Emilia Romagna Grand Prix,31,2,1,194
745,McLaren,1998,5,Spanish Grand Prix,65,1,4,195
746,Williams,1998,5,Spanish Grand Prix,14,3,0,195
747,Ferrari,1998,5,Spanish Grand Prix,35,2,1,195
748,McLaren,1998,6,Monaco Grand Prix,75,1,5,196
749,Williams,1998,6,Monaco Grand Prix,16,4,0,196
750,Ferrari,1998,6,Monaco Grand Prix,39,2,1,196
751,McLaren,1998,7,Canadian Grand Prix,75,1,5,197
752,Williams,1998,7,Canadian Grand Prix,16,4,0,197
753,Ferrari,1998,7,Canadian Grand Prix,53,2,2,197
754,McLaren,1998,9,British Grand Prix,86,1,5,199
755,Williams,1998,9,British Grand Prix,19,4,0,199
756,Ferrari,1998,9,British Grand Prix,83,2,4,199
757,McLaren,1998,10,Austrian Grand Prix,102,1,6,200
758,Williams,1998,10,Austrian Grand Prix,20,4,0,200
759,Ferrari,1998,10,Austrian Grand Prix,90,2,4,200
760,McLaren,1998,12,Hungarian Grand Prix,125,1,7,202
761,Williams,1998,12,Hungarian Grand Prix,30,4,0,202
762,Ferrari,1998,12,Hungarian Grand Prix,102,2,5,202
763,McLaren,1998,13,Belgian Grand Prix,125,1,7,203
764,Williams,1998,13,Belgian Grand Prix,33,3,0,203
765,Ferrari,1998,13,Belgian Grand Prix,102,2,5,203
766,McLaren,1998,14,Italian Grand Prix,128,1,7,204
767,Williams,1998,14,Italian Grand Prix,33,3,0,204
768,Ferrari,1998,14,Italian Grand Prix,118,2,6,204
769,McLaren,1998,16,Japanese Grand Prix,156,1,9,206
770,Williams,1998,16,Japanese Grand Prix,38,3,0,206
771,Ferrari,1998,16,Japanese Grand Prix,133,2,6,206
772,Williams,1999,1,Australian Grand Prix,4,3,0,175
773,Ferrari,1999,1,Australian Grand Prix,10,1,1,175
774,McLaren,1999,2,São Paulo Grand Prix,10,2,1,176
775,Williams,1999,2,São Paulo Grand Prix,7,4,0,176
776,McLaren,1999,3,Emilia Romagna Grand Prix,16,2,1,177
777,Williams,1999,3,Emilia Romagna Grand Prix,7,4,0,177
778,Ferrari,1999,3,Emilia Romagna Grand Prix,28,1,2,177
779,Ferrari,1999,2,São Paulo Grand Prix,18,1,1,176
780,McLaren,1999,4,Monaco Grand Prix,20,2,1,178
781,Williams,1999,4,Monaco Grand Prix,7,5,0,178
782,Ferrari,1999,4,Monaco Grand Prix,44,1,3,178
783,McLaren,1999,5,Spanish Grand Prix,36,2,2,179
784,Williams,1999,5,Spanish Grand Prix,9,4,0,179
785,Ferrari,1999,5,Spanish Grand Prix,51,1,3,179
786,McLaren,1999,6,Canadian Grand Prix,46,2,3,180
787,Williams,1999,6,Canadian Grand Prix,12,5,0,180
788,Ferrari,1999,6,Canadian Grand Prix,55,1,3,180
789,McLaren,1999,8,British Grand Prix,62,2,4,182
790,Williams,1999,8,British Grand Prix,19,4,0,182
791,Ferrari,1999,8,British Grand Prix,64,1,3,182
792,McLaren,1999,9,Austrian Grand Prix,72,2,4,183
793,Williams,1999,9,Austrian Grand Prix,19,4,0,183
794,Ferrari,1999,9,Austrian Grand Prix,74,1,4,183
795,McLaren,1999,11,Hungarian Grand Prix,90,2,5,185
796,Williams,1999,11,Hungarian Grand Prix,22,4,0,185
797,Ferrari,1999,11,Hungarian Grand Prix,94,1,5,185
798,McLaren,1999,12,Belgian Grand Prix,106,1,6,186
799,Williams,1999,12,Belgian Grand Prix,24,4,0,186
800,Ferrari,1999,12,Belgian Grand Prix,97,2,5,186
801,McLaren,1999,13,Italian Grand Prix,108,1,6,187
802,Williams,1999,13,Italian Grand Prix,30,4,0,187
803,Ferrari,1999,13,Italian Grand Prix,102,2,5,187
804,McLaren,1999,16,Japanese Grand Prix,124,2,7,190
805,Williams,1999,16,Japanese Grand Prix,35,5,0,190
806,Ferrari,1999,16,Japanese Grand Prix,128,1,6,190
807,Ferrari,2000,1,Australian Grand Prix,16,1,1,158
808,Williams,2000,1,Australian Grand Prix,4,2,0,158
809,Ferrari,2000,2,São Paulo Grand Prix,26,1,2,159
810,Williams,2000,2,São Paulo Grand Prix,7,4,0,159
811,Ferrari,2000,3,Emilia Romagna Grand Prix,39,1,3,160
812,Williams,2000,3,Emilia Romagna Grand Prix,7,5,0,160
813,McLaren,2000,3,Emilia Romagna Grand Prix,10,2,0,160
814,Ferrari,2000,4,British Grand Prix,43,1,3,161
815,Williams,2000,4,British Grand Prix,12,3,0,161
816,McLaren,2000,4,British Grand Prix,26,2,1,161
817,Ferrari,2000,5,Spanish Grand Prix,49,1,3,162
818,Williams,2000,5,Spanish Grand Prix,15,3,0,162
819,McLaren,2000,5,Spanish Grand Prix,42,2,2,162
820,Ferrari,2000,7,Monaco Grand Prix,68,1,4,164
821,Williams,2000,7,Monaco Grand Prix,15,3,0,164
822,McLaren,2000,7,Monaco Grand Prix,63,2,3,164
823,Ferrari,2000,8,Canadian Grand Prix,84,1,5,165
824,Williams,2000,8,Canadian Grand Prix,15,4,0,165
825,McLaren,2000,8,Canadian Grand Prix,66,2,3,165
826,Ferrari,2000,10,Austrian Grand Prix,92,2,5,167
827,Williams,2000,10,Austrian Grand Prix,19,3,0,167
828,McLaren,2000,10,Austrian Grand Prix,98,1,5,167
829,Ferrari,2000,12,Hungarian Grand Prix,111,2,6,169
830,Williams,2000,12,Hungarian Grand Prix,24,3,0,169
831,McLaren,2000,12,Hungarian Grand Prix,122,1,6,169
832,Ferrari,2000,13,Belgian Grand Prix,117,2,6,170
833,Williams,2000,13,Belgian Grand Prix,30,3,0,170
834,McLaren,2000,13,Belgian Grand Prix,135,1,7,170
835,Ferrari,2000,14,Italian Grand Prix,127,2,7,171
836,Williams,2000,14,Italian Grand Prix,34,3,0,171
837,McLaren,2000,14,Italian Grand Prix,141,1,7,171
838,Ferrari,2000,16,Japanese Grand Prix,156,1,9,173
839,Williams,2000,16,Japanese Grand Prix,36,3,0,173
840,McLaren,2000,16,Japanese Grand Prix,153,2,7,173
841,McLaren,2001,1,Australian Grand Prix,6,2,0,141
842,Ferrari,2001,1,Australian Grand Prix,14,1,1,141
843,Williams,2001,3,São Paulo Grand Prix,2,6,0,143
844,McLaren,2001,3,São Paulo Grand Prix,21,2,1,143
845,Ferrari,2001,3,São Paulo Grand Prix,36,1,2,143
846,Williams,2001,4,Emilia Romagna Grand Prix,12,3,1,144
847,McLaren,2001,4,Emilia Romagna Grand Prix,30,2,1,144
848,Ferrari,2001,4,Emilia Romagna Grand Prix,40,1,2,144
849,Williams,2001,5,Spanish Grand Prix,18,3,1,145
850,McLaren,2001,5,Spanish Grand Prix,32,2,1,145
851,Ferrari,2001,5,Spanish Grand Prix,50,1,3,145
852,Williams,2001,6,Austrian Grand Prix,18,3,1,146
853,McLaren,2001,6,Austrian Grand Prix,42,2,2,146
854,Ferrari,2001,6,Austrian Grand Prix,60,1,3,146
855,Williams,2001,7,Monaco Grand Prix,18,3,1,147
856,McLaren,2001,7,Monaco Grand Prix,44,2,2,147
857,Ferrari,2001,7,Monaco Grand Prix,76,1,4,147
858,Williams,2001,8,Canadian Grand Prix,28,3,2,148
859,McLaren,2001,8,Canadian Grand Prix,48,2,2,148
860,Ferrari,2001,8,Canadian Grand Prix,82,1,4,148
861,Williams,2001,11,British Grand Prix,46,3,2,151
862,McLaren,2001,11,British Grand Prix,66,2,3,151
863,Ferrari,2001,11,British Grand Prix,118,1,6,151
864,Williams,2001,13,Hungarian Grand Prix,59,3,3,153
865,McLaren,2001,13,Hungarian Grand Prix,72,2,3,153
866,Ferrari,2001,13,Hungarian Grand Prix,140,1,7,153
867,Williams,2001,14,Belgian Grand Prix,59,3,3,154
868,McLaren,2001,14,Belgian Grand Prix,81,2,3,154
869,Ferrari,2001,14,Belgian Grand Prix,152,1,8,154
870,Williams,2001,15,Italian Grand Prix,73,3,4,155
871,McLaren,2001,15,Italian Grand Prix,81,2,3,155
872,Ferrari,2001,15,Italian Grand Prix,161,1,8,155
873,Williams,2001,17,Japanese Grand Prix,80,3,4,157
874,McLaren,2001,17,Japanese Grand Prix,102,2,4,157
875,Ferrari,2001,17,Japanese Grand Prix,179,1,9,157
876,McLaren,2002,1,Australian Grand Prix,4,3,0,124
877,Williams,2002,1,Australian Grand Prix,6,2,0,124
878,Ferrari,2002,1,Australian Grand Prix,10,1,1,124
879,McLaren,2002,3,São Paulo Grand Prix,8,3,0,126
880,Williams,2002,3,São Paulo Grand Prix,30,1,1,126
