PitStop_Id,D_number,Driver_code,Driver_name,GP_year,GrandPrix_name,Circuit_name,N_stop,lap,PitStop_time,duration,milliseconds
517,27,HUL,Nico Hülkenberg,2015,Canadian Grand Prix,Circuit Gilles Villeneuve,2,44,17:15:43,21.612,21612
518,33,VER,Max Verstappen,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,6,18:14:10,39.338,39338
519,27,HUL,Nico Hülkenberg,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,10,18:20:48,26.652,26652
520,55,SAI,Carlos Sainz,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,11,18:22:40,32.647,32647
521,14,ALO,Fernando Alonso,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,13,18:26:08,25.37,25370
522,77,BOT,Valtteri Bottas,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,14,18:27:28,25.293,25293
523,44,HAM,Lewis Hamilton,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,15,18:28:52,25.791,25791
524,11,PER,Sergio Pérez,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,17,18:32:51,25.573,25573
525,27,HUL,Nico Hülkenberg,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,25,18:46:33,24.679,24679
526,55,SAI,Carlos Sainz,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,29,18:53:43,26.593,26593
527,33,VER,Max Verstappen,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,30,18:55:37,27.225,27225
528,44,HAM,Lewis Hamilton,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,33,18:59:01,24.528,24528
529,77,BOT,Valtteri Bottas,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,33,18:59:33,24.623,24623
530,14,ALO,Fernando Alonso,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,35,19:03:51,24.878,24878
531,11,PER,Sergio Pérez,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,37,19:06:50,25.288,25288
532,27,HUL,Nico Hülkenberg,2015,Spanish Grand Prix,Circuit de Barcelona-Catalunya,3,38,19:08:50,24.979,24979
533,27,HUL,Nico Hülkenberg,2015,Monaco Grand Prix,Circuit de Monaco,1,10,14:19:46,22.659,22659
534,44,HAM,Lewis Hamilton,2015,Monaco Grand Prix,Circuit de Monaco,1,13,14:23:49,24.586,24586
535,33,VER,Max Verstappen,2015,Monaco Grand Prix,Circuit de Monaco,1,13,14:24:19,24.396,24396
536,55,SAI,Carlos Sainz,2015,Monaco Grand Prix,Circuit de Monaco,1,14,14:25:58,22.859,22859
537,77,BOT,Valtteri Bottas,2015,Monaco Grand Prix,Circuit de Monaco,1,15,14:27:01,22.082,22082
538,11,PER,Sergio Pérez,2015,Monaco Grand Prix,Circuit de Monaco,1,19,14:33:59,22.468,22468
539,14,ALO,Fernando Alonso,2015,Monaco Grand Prix,Circuit de Monaco,1,21,14:37:01,23.728,23728
540,27,HUL,Nico Hülkenberg,2015,Monaco Grand Prix,Circuit de Monaco,2,26,14:45:13,22.534,22534
541,44,HAM,Lewis Hamilton,2015,Monaco Grand Prix,Circuit de Monaco,2,32,14:53:17,22.727,22727
542,11,PER,Sergio Pérez,2015,Monaco Grand Prix,Circuit de Monaco,2,36,15:01:03,22.426,22426
543,33,VER,Max Verstappen,2015,Monaco Grand Prix,Circuit de Monaco,2,37,15:02:19,22.607,22607
544,77,BOT,Valtteri Bottas,2015,Monaco Grand Prix,Circuit de Monaco,2,42,15:08:57,21.8,21800
545,55,SAI,Carlos Sainz,2015,Monaco Grand Prix,Circuit de Monaco,2,42,15:10:08,22.178,22178
546,27,HUL,Nico Hülkenberg,2015,Monaco Grand Prix,Circuit de Monaco,3,49,15:21:24,22.545,22545
547,44,HAM,Lewis Hamilton,2015,Monaco Grand Prix,Circuit de Monaco,3,51,15:22:23,21.965,21965
548,27,HUL,Nico Hülkenberg,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,1,1,14:04:47,34.773,34773
549,55,SAI,Carlos Sainz,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,1,12,14:19:42,25.306,25306
550,77,BOT,Valtteri Bottas,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,1,14,14:22:23,24.641,24641
551,33,VER,Max Verstappen,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,1,29,14:42:14,52.821,52821
552,27,HUL,Nico Hülkenberg,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,2,31,14:46:02,24.758,24758
553,14,ALO,Fernando Alonso,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,1,32,14:46:31,30.345,30345
554,11,PER,Sergio Pérez,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,1,36,14:51:43,24.733,24733
555,44,HAM,Lewis Hamilton,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,1,38,14:53:49,24.181,24181
556,33,VER,Max Verstappen,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,2,46,15:06:05,25.736,25736
557,77,BOT,Valtteri Bottas,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,2,56,15:19:50,24.412,24412
558,11,PER,Sergio Pérez,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,2,64,15:29:57,25.119,25119
559,44,HAM,Lewis Hamilton,2015,Australian Grand Prix,Albert Park Grand Prix Circuit,2,65,15:30:51,25.495,25495
560,11,PER,Sergio Pérez,2015,Bahrain Grand Prix,Bahrain International Circuit,1,24,14:35:26,23.453,23453
561,55,SAI,Carlos Sainz,2015,Bahrain Grand Prix,Bahrain International Circuit,1,27,14:39:37,24.277,24277
562,77,BOT,Valtteri Bottas,2015,Bahrain Grand Prix,Bahrain International Circuit,1,28,14:40:10,25.541,25541
563,27,HUL,Nico Hülkenberg,2015,Bahrain Grand Prix,Bahrain International Circuit,1,28,14:40:35,23.507,23507
564,44,HAM,Lewis Hamilton,2015,Bahrain Grand Prix,Bahrain International Circuit,1,29,14:41:11,23.708,23708
565,14,ALO,Fernando Alonso,2015,Bahrain Grand Prix,Bahrain International Circuit,1,31,14:45:06,23.553,23553
566,33,VER,Max Verstappen,2015,Bahrain Grand Prix,Bahrain International Circuit,1,39,14:55:43,36.105,36105
567,27,HUL,Nico Hülkenberg,2015,Austrian Grand Prix,Red Bull Ring,1,25,14:37:53,21.685,21685
568,55,SAI,Carlos Sainz,2015,Austrian Grand Prix,Red Bull Ring,1,25,14:38:02,27.638,27638
569,77,BOT,Valtteri Bottas,2015,Austrian Grand Prix,Red Bull Ring,1,26,14:39:05,22.777,22777
570,33,VER,Max Verstappen,2015,Austrian Grand Prix,Red Bull Ring,1,26,14:39:12,21.984,21984
571,44,HAM,Lewis Hamilton,2015,Austrian Grand Prix,Red Bull Ring,1,35,14:49:40,21.869,21869
572,11,PER,Sergio Pérez,2015,Austrian Grand Prix,Red Bull Ring,1,38,14:54:06,26.689,26689
573,14,ALO,Fernando Alonso,2015,British Grand Prix,Silverstone Circuit,1,1,13:05:14,27,27000
574,55,SAI,Carlos Sainz,2015,British Grand Prix,Silverstone Circuit,1,12,13:25:22,29.393,29393
575,14,ALO,Fernando Alonso,2015,British Grand Prix,Silverstone Circuit,2,17,13:34:06,28.703,28703
576,44,HAM,Lewis Hamilton,2015,British Grand Prix,Silverstone Circuit,1,19,13:36:43,28.417,28417
577,27,HUL,Nico Hülkenberg,2015,British Grand Prix,Silverstone Circuit,1,19,13:36:56,28.558,28558
578,11,PER,Sergio Pérez,2015,British Grand Prix,Silverstone Circuit,1,20,13:38:41,28.86,28860
579,77,BOT,Valtteri Bottas,2015,British Grand Prix,Silverstone Circuit,1,21,13:39:59,28.781,28781
580,14,ALO,Fernando Alonso,2015,British Grand Prix,Silverstone Circuit,3,37,14:08:45,32.593,32593
581,44,HAM,Lewis Hamilton,2015,British Grand Prix,Silverstone Circuit,2,43,14:17:40,28.979,28979
582,77,BOT,Valtteri Bottas,2015,British Grand Prix,Silverstone Circuit,2,44,14:20:02,31.937,31937
583,27,HUL,Nico Hülkenberg,2015,British Grand Prix,Silverstone Circuit,2,44,14:20:36,33.891,33891
584,11,PER,Sergio Pérez,2015,British Grand Prix,Silverstone Circuit,2,44,14:21:16,31.998,31998
585,77,BOT,Valtteri Bottas,2015,Hungarian Grand Prix,Hungaroring,1,13,14:25:47,22.974,22974
586,33,VER,Max Verstappen,2015,Hungarian Grand Prix,Hungaroring,1,14,14:27:30,22.536,22536
587,27,HUL,Nico Hülkenberg,2015,Hungarian Grand Prix,Hungaroring,1,15,14:28:49,22.573,22573
588,55,SAI,Carlos Sainz,2015,Hungarian Grand Prix,Hungaroring,1,15,14:28:58,25.096,25096
589,14,ALO,Fernando Alonso,2015,Hungarian Grand Prix,Hungaroring,1,15,14:29:00,21.567,21567
590,11,PER,Sergio Pérez,2015,Hungarian Grand Prix,Hungaroring,1,16,14:30:25,22.068,22068
591,44,HAM,Lewis Hamilton,2015,Hungarian Grand Prix,Hungaroring,1,19,14:34:42,23.146,23146
592,11,PER,Sergio Pérez,2015,Hungarian Grand Prix,Hungaroring,2,30,14:51:57,22.409,22409
593,27,HUL,Nico Hülkenberg,2015,Hungarian Grand Prix,Hungaroring,2,36,15:00:25,22.222,22222
594,14,ALO,Fernando Alonso,2015,Hungarian Grand Prix,Hungaroring,2,36,15:00:39,22.3,22300
595,55,SAI,Carlos Sainz,2015,Hungarian Grand Prix,Hungaroring,2,36,15:00:44,22.93,22930
596,33,VER,Max Verstappen,2015,Hungarian Grand Prix,Hungaroring,2,37,15:02:04,23.431,23431
597,77,BOT,Valtteri Bottas,2015,Hungarian Grand Prix,Hungaroring,2,38,15:03:21,21.867,21867
598,11,PER,Sergio Pérez,2015,Hungarian Grand Prix,Hungaroring,3,41,15:08:53,22.574,22574
599,44,HAM,Lewis Hamilton,2015,Hungarian Grand Prix,Hungaroring,2,42,15:08:57,24.272,24272
600,14,ALO,Fernando Alonso,2015,Hungarian Grand Prix,Hungaroring,3,43,15:12:11,23.162,23162
601,55,SAI,Carlos Sainz,2015,Hungarian Grand Prix,Hungaroring,3,44,15:14:39,16.66,16660
602,14,ALO,Fernando Alonso,2015,Hungarian Grand Prix,Hungaroring,4,44,15:14:42,16.796,16796
603,11,PER,Sergio Pérez,2015,Hungarian Grand Prix,Hungaroring,4,44,15:14:51,16.958,16958
604,44,HAM,Lewis Hamilton,2015,Hungarian Grand Prix,Hungaroring,3,45,15:14:53,18.249,18249
605,77,BOT,Valtteri Bottas,2015,Hungarian Grand Prix,Hungaroring,3,45,15:15:16,16.427,16427
606,33,VER,Max Verstappen,2015,Hungarian Grand Prix,Hungaroring,3,45,15:15:29,16.485,16485
607,55,SAI,Carlos Sainz,2015,Hungarian Grand Prix,Hungaroring,4,45,15:17:04,16.786,16786
608,14,ALO,Fernando Alonso,2015,Hungarian Grand Prix,Hungaroring,5,45,15:17:07,16.879,16879
609,11,PER,Sergio Pérez,2015,Hungarian Grand Prix,Hungaroring,5,45,15:17:15,32.181,32181
610,44,HAM,Lewis Hamilton,2015,Hungarian Grand Prix,Hungaroring,4,46,15:17:16,17.726,17726
611,77,BOT,Valtteri Bottas,2015,Hungarian Grand Prix,Hungaroring,4,46,15:17:25,17.557,17557
612,33,VER,Max Verstappen,2015,Hungarian Grand Prix,Hungaroring,4,46,15:17:25,23.043,23043
613,77,BOT,Valtteri Bottas,2015,Hungarian Grand Prix,Hungaroring,5,49,15:23:48,30.031,30031
614,44,HAM,Lewis Hamilton,2015,Hungarian Grand Prix,Hungaroring,5,51,15:26:23,27.715,27715
615,44,HAM,Lewis Hamilton,2015,Hungarian Grand Prix,Hungaroring,6,54,15:31:15,16.579,16579
616,33,VER,Max Verstappen,2015,Hungarian Grand Prix,Hungaroring,5,56,15:33:45,16.415,16415
617,55,SAI,Carlos Sainz,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,5,14:20:58,23.732,23732
618,11,PER,Sergio Pérez,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,8,14:22:36,23.562,23562
619,77,BOT,Valtteri Bottas,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,8,14:22:46,23.319,23319
620,14,ALO,Fernando Alonso,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,8,14:23:03,22.973,22973
621,33,VER,Max Verstappen,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,9,14:24:48,24.564,24564
622,44,HAM,Lewis Hamilton,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,13,14:32:13,22.403,22403
623,77,BOT,Valtteri Bottas,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,15,14:36:40,17.343,17343
624,11,PER,Sergio Pérez,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,20,14:46:18,22.918,22918
625,14,ALO,Fernando Alonso,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,20,14:47:07,26.103,26103
626,33,VER,Max Verstappen,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,21,14:48:54,23.041,23041
627,77,BOT,Valtteri Bottas,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,3,21,14:49:04,23.489,23489
628,55,SAI,Carlos Sainz,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,23,14:57:07,23.348,23348
629,44,HAM,Lewis Hamilton,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,30,15:05:42,22.955,22955
630,33,VER,Max Verstappen,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,3,32,15:10:22,22.942,22942
631,14,ALO,Fernando Alonso,2015,Belgian Grand Prix,Circuit de Spa-Francorchamps,3,32,15:11:10,23.191,23191
632,33,VER,Max Verstappen,2015,Italian Grand Prix,Autodromo Nazionale di Monza,1,1,14:05:02,18.818,18818
633,55,SAI,Carlos Sainz,2015,Italian Grand Prix,Autodromo Nazionale di Monza,1,10,14:18:38,30.358,30358
634,27,HUL,Nico Hülkenberg,2015,Italian Grand Prix,Autodromo Nazionale di Monza,1,18,14:30:23,24.286,24286
635,33,VER,Max Verstappen,2015,Italian Grand Prix,Autodromo Nazionale di Monza,2,19,14:32:19,25.318,25318
636,77,BOT,Valtteri Bottas,2015,Italian Grand Prix,Autodromo Nazionale di Monza,1,22,14:36:10,25.536,25536
637,11,PER,Sergio Pérez,2015,Italian Grand Prix,Autodromo Nazionale di Monza,1,23,14:37:46,24.281,24281
638,44,HAM,Lewis Hamilton,2015,Italian Grand Prix,Autodromo Nazionale di Monza,1,26,14:41:34,24.368,24368
639,14,ALO,Fernando Alonso,2015,Italian Grand Prix,Autodromo Nazionale di Monza,1,28,14:46:15,24.33,24330
640,55,SAI,Carlos Sainz,2015,Italian Grand Prix,Autodromo Nazionale di Monza,2,30,14:48:54,24.736,24736
641,33,VER,Max Verstappen,2015,Italian Grand Prix,Autodromo Nazionale di Monza,3,33,14:53:32,24.938,24938
642,14,ALO,Fernando Alonso,2015,Italian Grand Prix,Autodromo Nazionale di Monza,2,46,15:13:37,19.374,19374
643,14,ALO,Fernando Alonso,2015,Singapore Grand Prix,Marina Bay Street Circuit,1,10,20:22:46,34.237,34237
644,55,SAI,Carlos Sainz,2015,Singapore Grand Prix,Marina Bay Street Circuit,1,10,20:22:46,34.97,34970
645,27,HUL,Nico Hülkenberg,2015,Singapore Grand Prix,Marina Bay Street Circuit,1,11,20:24:36,30.868,30868
646,44,HAM,Lewis Hamilton,2015,Singapore Grand Prix,Marina Bay Street Circuit,1,13,20:28:21,28.917,28917
647,77,BOT,Valtteri Bottas,2015,Singapore Grand Prix,Marina Bay Street Circuit,1,13,20:28:34,29.26,29260
648,11,PER,Sergio Pérez,2015,Singapore Grand Prix,Marina Bay Street Circuit,1,13,20:28:45,29.732,29732
649,33,VER,Max Verstappen,2015,Singapore Grand Prix,Marina Bay Street Circuit,1,12,20:29:01,31.207,31207
650,55,SAI,Carlos Sainz,2015,Singapore Grand Prix,Marina Bay Street Circuit,2,28,21:01:11,29.742,29742
651,11,PER,Sergio Pérez,2015,Singapore Grand Prix,Marina Bay Street Circuit,2,34,21:12:15,29.676,29676
652,33,VER,Max Verstappen,2015,Singapore Grand Prix,Marina Bay Street Circuit,2,36,21:16:29,30.844,30844
653,77,BOT,Valtteri Bottas,2015,Singapore Grand Prix,Marina Bay Street Circuit,2,37,21:18:06,29.239,29239
654,55,SAI,Carlos Sainz,2015,Singapore Grand Prix,Marina Bay Street Circuit,3,37,21:19:08,29.885,29885
655,11,PER,Sergio Pérez,2015,Japanese Grand Prix,Suzuka Circuit,1,1,14:05:29,25.041,25041
656,14,ALO,Fernando Alonso,2015,Japanese Grand Prix,Suzuka Circuit,1,9,14:19:04,23.64,23640
657,33,VER,Max Verstappen,2015,Japanese Grand Prix,Suzuka Circuit,1,9,14:19:07,27.793,27793
658,27,HUL,Nico Hülkenberg,2015,Japanese Grand Prix,Suzuka Circuit,1,10,14:20:34,23.75,23750
659,77,BOT,Valtteri Bottas,2015,Japanese Grand Prix,Suzuka Circuit,1,11,14:22:04,23.542,23542
660,55,SAI,Carlos Sainz,2015,Japanese Grand Prix,Suzuka Circuit,1,14,14:27:23,23.701,23701
661,44,HAM,Lewis Hamilton,2015,Japanese Grand Prix,Suzuka Circuit,1,16,14:30:13,22.75,22750
662,11,PER,Sergio Pérez,2015,Japanese Grand Prix,Suzuka Circuit,2,18,14:34:39,24.303,24303
663,55,SAI,Carlos Sainz,2015,Japanese Grand Prix,Suzuka Circuit,2,27,14:49:26,39.345,39345
664,14,ALO,Fernando Alonso,2015,Japanese Grand Prix,Suzuka Circuit,2,28,14:51:35,23.767,23767
665,77,BOT,Valtteri Bottas,2015,Japanese Grand Prix,Suzuka Circuit,2,29,14:52:23,23.588,23588
666,33,VER,Max Verstappen,2015,Japanese Grand Prix,Suzuka Circuit,2,30,14:54:54,23.977,23977
667,44,HAM,Lewis Hamilton,2015,Japanese Grand Prix,Suzuka Circuit,2,31,14:55:15,23.165,23165
668,27,HUL,Nico Hülkenberg,2015,Japanese Grand Prix,Suzuka Circuit,2,31,14:56:02,23.491,23491
669,11,PER,Sergio Pérez,2015,Japanese Grand Prix,Suzuka Circuit,3,36,15:05:03,24.267,24267
670,27,HUL,Nico Hülkenberg,2015,Japanese Grand Prix,Suzuka Circuit,3,42,15:17:36,35.76,35760
671,77,BOT,Valtteri Bottas,2015,United States Grand Prix,Circuit of the Americas,1,1,14:05:59,40.488,40488
672,14,ALO,Fernando Alonso,2015,United States Grand Prix,Circuit of the Americas,1,1,14:06:40,31.987,31987
673,77,BOT,Valtteri Bottas,2015,United States Grand Prix,Circuit of the Americas,2,4,14:14:23,26.384,26384
674,44,HAM,Lewis Hamilton,2015,United States Grand Prix,Circuit of the Americas,1,18,14:40:00,24.354,24354
675,33,VER,Max Verstappen,2015,United States Grand Prix,Circuit of the Americas,1,18,14:40:12,25.527,25527
676,14,ALO,Fernando Alonso,2015,United States Grand Prix,Circuit of the Americas,2,18,14:41:28,24.631,24631
677,11,PER,Sergio Pérez,2015,United States Grand Prix,Circuit of the Americas,1,19,14:42:04,26.458,26458
678,55,SAI,Carlos Sainz,2015,United States Grand Prix,Circuit of the Americas,1,19,14:42:10,25.259,25259
679,27,HUL,Nico Hülkenberg,2015,United States Grand Prix,Circuit of the Americas,1,19,14:42:11,27.344,27344
680,14,ALO,Fernando Alonso,2015,United States Grand Prix,Circuit of the Americas,3,26,14:56:18,25.405,25405
681,27,HUL,Nico Hülkenberg,2015,United States Grand Prix,Circuit of the Americas,2,27,14:56:58,27.36,27360
682,55,SAI,Carlos Sainz,2015,United States Grand Prix,Circuit of the Americas,2,27,14:57:05,44.582,44582
683,11,PER,Sergio Pérez,2015,United States Grand Prix,Circuit of the Americas,2,27,14:57:13,24.73,24730
684,33,VER,Max Verstappen,2015,United States Grand Prix,Circuit of the Americas,2,28,14:59:09,24.904,24904
685,44,HAM,Lewis Hamilton,2015,United States Grand Prix,Circuit of the Americas,2,43,15:29:55,24.088,24088
686,55,SAI,Carlos Sainz,2015,United States Grand Prix,Circuit of the Americas,3,43,15:30:32,26.84,26840
687,77,BOT,Valtteri Bottas,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,1,8,13:14:42,22.957,22957
688,27,HUL,Nico Hülkenberg,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,1,9,13:16:16,23.277,23277
689,55,SAI,Carlos Sainz,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,1,13,13:21:59,23.128,23128
690,11,PER,Sergio Pérez,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,1,18,13:29:04,23.547,23547
691,33,VER,Max Verstappen,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,1,25,13:38:51,22.985,22985
692,44,HAM,Lewis Hamilton,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,1,28,13:42:28,22.304,22304
693,55,SAI,Carlos Sainz,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,2,43,14:04:29,23.776,23776
694,44,HAM,Lewis Hamilton,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,2,48,14:10:19,22.328,22328
695,55,SAI,Carlos Sainz,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,3,51,14:15:57,23.068,23068
696,27,HUL,Nico Hülkenberg,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,2,52,14:16:54,24.136,24136
697,33,VER,Max Verstappen,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,2,52,14:17:19,22.589,22589
698,77,BOT,Valtteri Bottas,2015,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,2,53,14:18:31,23.16,23160
699,27,HUL,Nico Hülkenberg,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,1,9,14:14:48,24.009,24009
700,11,PER,Sergio Pérez,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,1,10,14:16:10,23.854,23854
701,77,BOT,Valtteri Bottas,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,1,11,14:17:18,23.736,23736
702,33,VER,Max Verstappen,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,1,11,14:17:28,24.166,24166
703,14,ALO,Fernando Alonso,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,1,13,14:20:14,22.981,22981
704,44,HAM,Lewis Hamilton,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,1,14,14:20:57,24.328,24328
705,14,ALO,Fernando Alonso,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,2,32,14:45:34,23.218,23218
706,11,PER,Sergio Pérez,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,2,33,14:46:36,23.609,23609
707,44,HAM,Lewis Hamilton,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,2,34,14:46:52,23.148,23148
708,33,VER,Max Verstappen,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,2,34,14:47:52,24.153,24153
709,27,HUL,Nico Hülkenberg,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,2,35,14:48:59,24.199,24199
710,77,BOT,Valtteri Bottas,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,2,41,14:56:37,24.913,24913
711,44,HAM,Lewis Hamilton,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,3,49,15:06:11,22.936,22936
712,11,PER,Sergio Pérez,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,3,51,15:10:22,23.732,23732
713,14,ALO,Fernando Alonso,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,3,52,15:11:48,23.81,23810
714,33,VER,Max Verstappen,2015,São Paulo Grand Prix,Autódromo José Carlos Pace,3,53,15:12:51,24.078,24078
715,14,ALO,Fernando Alonso,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,1,1,17:05:39,44.99,44990
716,11,PER,Sergio Pérez,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,1,6,17:14:27,21.922,21922
717,27,HUL,Nico Hülkenberg,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,1,7,17:16:20,22.045,22045
718,55,SAI,Carlos Sainz,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,1,7,17:16:24,25.307,25307
719,77,BOT,Valtteri Bottas,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,1,8,17:18:12,24.485,24485
720,33,VER,Max Verstappen,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,1,8,17:18:16,22.309,22309
721,14,ALO,Fernando Alonso,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,2,8,17:19:12,16.128,16128
722,77,BOT,Valtteri Bottas,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,2,9,17:20:31,28.622,28622
723,44,HAM,Lewis Hamilton,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,1,11,17:23:20,21.346,21346
724,14,ALO,Fernando Alonso,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,3,17,17:36:02,22.246,22246
725,33,VER,Max Verstappen,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,2,20,17:40:25,22.457,22457
726,27,HUL,Nico Hülkenberg,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,2,24,17:47:36,22.174,22174
727,11,PER,Sergio Pérez,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,2,27,17:52:50,22.116,22116
728,55,SAI,Carlos Sainz,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,2,28,17:54:59,22.063,22063
729,77,BOT,Valtteri Bottas,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,3,29,17:57:10,29.592,29592
730,33,VER,Max Verstappen,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,3,38,18:13:19,22.355,22355
731,44,HAM,Lewis Hamilton,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,2,41,18:17:11,21.392,21392
732,14,ALO,Fernando Alonso,2015,Abu Dhabi Grand Prix,Yas Marina Circuit,4,47,18:30:52,22.377,22377
733,20,MAG,Kevin Magnussen,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,1,1,16:09:48,27.831,27831
734,55,SAI,Carlos Sainz,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,1,8,16:19:48,22.414,22414
735,14,ALO,Fernando Alonso,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,1,12,16:26:14,21.796,21796
736,33,VER,Max Verstappen,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,1,13,16:27:32,22.303,22303
737,44,HAM,Lewis Hamilton,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,1,16,16:32:16,21.94,21940
738,27,HUL,Nico Hülkenberg,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,1,16,16:32:30,22.167,22167
739,11,PER,Sergio Pérez,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,1,16,16:32:37,24.719,24719
740,77,BOT,Valtteri Bottas,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,1,17,16:34:32,21.376,21376
741,20,MAG,Kevin Magnussen,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,2,16,16:34:50,22.079,22079
742,33,VER,Max Verstappen,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,2,18,16:37:03,21,21000
743,55,SAI,Carlos Sainz,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,2,18,16:37:05,21,21000
744,44,HAM,Lewis Hamilton,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,2,18,16:37:09,21,21000
745,27,HUL,Nico Hülkenberg,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,2,18,16:37:14,21,21000
746,77,BOT,Valtteri Bottas,2016,Australian Grand Prix,Albert Park Grand Prix Circuit,2,18,16:37:16,21,21000
